0,Symbol,Sequence_ID,Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),DecodePub_Protein(short name),DecodePub_Protein(full name),DecodePub_Gene,DecodePub_UniProt,DecodePub_Ensembl.Gene.ID,DecodePub_Entrez.Gene.ID,DecodePub_HGNC.ID
6283_60_MCEMP1_MCEM1.txt.gz,MCEMP1,6283_60,19,7677088.0,7679829.0,MCEM1,Mast cell-expressed membrane protein 1,MCEMP1,Q8IX19,ENSG00000183019,199675,HGNC:27291
6284_7_FAM150B_F150B.txt.gz,FAM150B,6284_7,2,279558.0,288851.0,F150B,ALK and LTK ligand 2,FAM150B,Q6UX46,ENSG00000189292,285016,HGNC:27683
6285_71_MLEC_K0152.txt.gz,MLEC,6285_71,12,120687149.0,120701859.0,K0152,Malectin,MLEC,Q14165,ENSG00000110917,9761,HGNC:28973
6289_78_ARHGAP36_RHG36.txt.gz,ARHGAP36,6289_78,X,131058346.0,131089885.0,RHG36,Rho GTPase-activating protein 36,ARHGAP36,Q6ZRI8,ENSG00000147256,158763,HGNC:26388
6290_3_UTS2B_UTS2B.txt.gz,UTS2B,6290_3,3,191267168.0,191330526.0,UTS2B,Urotensin-2B,UTS2B,Q765I0,ENSG00000188958,257313,HGNC:30894
6291_55_CLSTN3_Alcadein_beta.txt.gz,CLSTN3,6291_55,12,7129698.0,7158945.0,Alcadein-beta,Calsyntenin-3,CLSTN3,Q9BQT9,ENSG00000139182,9746,HGNC:18371
6294_11_BAGE2_BAGE2.txt.gz,BAGE2,6294_11,21,10454134.0,10516431.0,BAGE2,B melanoma antigen 2,BAGE2,Q86Y30,,85319,HGNC:15723
6296_36_OIT3_OIT3.txt.gz,OIT3,6296_36,10,72893584.0,72933036.0,OIT3,Oncoprotein-induced transcript 3 protein,OIT3,Q8WWZ8,ENSG00000138315,170392,HGNC:29953
6304_8_C1QTNF1_C1QT1.txt.gz,C1QTNF1,6304_8,17,79022814.0,79049788.0,C1QT1,Complement C1q tumor necrosis factor-related protein 1,C1QTNF1,Q9BXJ1,ENSG00000173918,114897,HGNC:14324
6315_58_PLBD1_PLBL1.txt.gz,PLBD1,6315_58,12,14503661.0,14567883.0,PLBL1,Phospholipase B-like 1,PLBD1,Q6P4A8,ENSG00000121316,79887,HGNC:26215
6321_65_PCDHGA10_PCDGA.txt.gz,PCDHGA10,6321_65,5,141412987.0,141512975.0,PCDGA,Protocadherin gamma-A10,PCDHGA10,Q9Y5H3,ENSG00000081853,56106,HGNC:8697
6324_11_DNASE1L2_DNSL2.txt.gz,DNASE1L2,6324_11,16,2235816.0,2238711.0,DNSL2,Deoxyribonuclease-1-like 2,DNASE1L2,Q92874,ENSG00000167968,1775,HGNC:2958
6326_20_BMP4_BMP_4.txt.gz,BMP4,6326_20,14,53949736.0,53958761.0,BMP-4,Bone morphogenetic protein 4,BMP4,P12644,ENSG00000125378,652,HGNC:1071
6334_9_GGT2_GGT2.txt.gz,GGT2,6334_9,22,21207973.0,21225554.0,GGT2,Inactive gamma-glutamyltranspeptidase 2,GGT2,P36268,ENSG00000133475,728441,HGNC:4251
6342_10_NPNT_Nephronectin.txt.gz,NPNT,6342_10,4,105894775.0,106004027.0,Nephronectin,Nephronectin,NPNT,Q6UXI9,ENSG00000168743,255743,HGNC:27405
6350_43_APOC2_Apo_C_II.txt.gz,APOC2,6350_43,19,44946035.0,44949565.0,Apo C-II,Apolipoprotein C-II,APOC2,P02655,ENSG00000234906,344,HGNC:609
6351_55_CD79B_CD79B.txt.gz,CD79B,6351_55,17,63928738.0,63932336.0,CD79B,B-cell antigen receptor complex-associated protein beta chain,CD79B,P40259,ENSG00000007312,974,HGNC:1699
6352_8_INSRR_INSRR.txt.gz,INSRR,6352_8,1,156840063.0,156859117.0,INSRR,Insulin receptor-related protein,INSRR,P14616,ENSG00000027644,3645,HGNC:6093
6354_13_HEPHL1_HPHL1.txt.gz,HEPHL1,6354_13,11,94021354.0,94114208.0,HPHL1,Hephaestin-like protein 1,HEPHL1,Q6MZM0,ENSG00000181333,341208,HGNC:30477
6357_83_CELA3B_ELA3B.txt.gz,CELA3B,6357_83,1,21977022.0,21998642.0,ELA3B,Chymotrypsin-like elastase family member 3B,CELA3B,P08861,ENSG00000219073,23436,HGNC:15945
6359_50_POMGNT2_AGO61.txt.gz,POMGNT2,6359_50,3,43079229.0,43106085.0,AGO61,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",POMGNT2,Q8NAT1,ENSG00000144647,84892,HGNC:25902
6360_7_DEFB128_DB128.txt.gz,DEFB128,6360_7,20,187853.0,189711.0,DB128,Beta-defensin 128,DEFB128,Q7Z7B8,ENSG00000185982,245939,HGNC:18106
6361_49_PTPRR_PTPRR.txt.gz,PTPRR,6361_49,12,70638073.0,70920738.0,PTPRR,Receptor-type tyrosine-protein phosphatase R,PTPRR,Q15256,ENSG00000153233,5801,HGNC:9680
6362_6_C2orf40_AUGN.txt.gz,C2orf40,6362_6,2,106063246.0,106078155.0,AUGN,Augurin,C2orf40,Q9H1Z8,ENSG00000119147,84417,HGNC:24642
6364_7_TAPBPL_TPSNR.txt.gz,TAPBPL,6364_7,12,6451690.0,6466517.0,TPSNR,Tapasin-related protein,TAPBPL,Q9BX59,ENSG00000139192,55080,HGNC:30683
6366_38_TXNDC15_TXD15.txt.gz,TXNDC15,6366_38,5,134874371.0,134901635.0,TXD15,Thioredoxin domain-containing protein 15,TXNDC15,Q96J42,ENSG00000113621,79770,HGNC:20652
6367_66_FMOD_fibromodulin.txt.gz,FMOD,6367_66,1,203340628.0,203351758.0,fibromodulin,fibromodulin,FMOD,Q06828,ENSG00000122176,2331,HGNC:3774
6368_9_CSTL1_CST1L.txt.gz,CSTL1,6368_9,20,23426104.0,23444930.0,CST1L,Cystatin-like 1,CSTL1,Q9H114,ENSG00000125823,128817,HGNC:15958
6369_82_DEAF1_DEAF1.txt.gz,DEAF1,6369_82,11,644233.0,707118.0,DEAF1,Deformed epidermal autoregulatory factor 1 homolog,DEAF1,O75398,ENSG00000177030,10522,HGNC:14677
6371_50_ANGPTL7_ANGL7.txt.gz,ANGPTL7,6371_50,1,11189355.0,11195981.0,ANGL7,Angiopoietin-related protein 7,ANGPTL7,O43827,ENSG00000171819,10218,HGNC:24078
6372_7_YBX2_YBOX2.txt.gz,YBX2,6372_7,17,7288263.0,7294639.0,YBOX2,Y-box-binding protein 2,YBX2,Q9Y2T7,ENSG00000006047,51087,HGNC:17948
6373_54_SEMG2_SEMG2.txt.gz,SEMG2,6373_54,14,100725705.0,100738224.0,DLK1,Protein delta homolog 1,DLK1,P80370,ENSG00000185559,8788,HGNC:2907
6375_75_XXYLT1_XXLT1.txt.gz,XXYLT1,6375_75,3,195068284.0,195271159.0,XXLT1,Xyloside xylosyltransferase 1,XXYLT1,Q8NBI6,ENSG00000173950,152002,HGNC:26639
6377_54_LYZL2_LYZL2.txt.gz,LYZL2,6377_54,10,30611779.0,30629762.0,LYZL2,Lysozyme-like protein 2,LYZL2,Q7Z4W2,ENSG00000151033,119180,HGNC:29613
6378_2_C5orf38_CEI.txt.gz,C5orf38,6378_2,5,2752131.0,2755397.0,CEI,Protein CEI,C5orf38,Q86SI9,ENSG00000186493,153571,HGNC:24226
6379_62_ADAMTSL2_ATL2.txt.gz,ADAMTSL2,6379_62,9,133532164.0,133575519.0,ATL2,ADAMTS-like protein 2,ADAMTSL2,Q86TH1,ENSG00000197859,9719,HGNC:14631
6380_23_ICT1_ICT1.txt.gz,ICT1,6380_23,17,75012670.0,75021261.0,ICT1,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",ICT1,Q14197,ENSG00000167862,3396,HGNC:5359
6382_17_MANBA_MANBA.txt.gz,MANBA,6382_17,4,102630770.0,102760994.0,MANBA,Beta-mannosidase,MANBA,O00462,ENSG00000109323,4126,HGNC:6831
6383_90_TLL1_TLL1.txt.gz,TLL1,6383_90,4,165873237.0,166104457.0,TLL1,Tolloid-like protein 1,TLL1,O43897,ENSG00000038295,7092,HGNC:11843
6384_19_WFDC3_WFDC3.txt.gz,WFDC3,6384_19,20,45747944.0,45791932.0,WFDC3,WAP four-disulfide core domain protein 3,WFDC3,Q8IUB2,ENSG00000124116,140686,HGNC:15957
6385_63_VWA1_VWA1.txt.gz,VWA1,6385_63,1,1434861.0,1442882.0,VWA1,von Willebrand factor A domain-containing protein 1,VWA1,Q6PCB0,ENSG00000179403,64856,HGNC:30910
6388_21_CCDC126_CC126.txt.gz,CCDC126,6388_21,7,23597382.0,23644708.0,CC126,Coiled-coil domain-containing protein 126,CCDC126,Q96EE4,ENSG00000169193,90693,HGNC:22398
6390_18_NPS_NPS.txt.gz,NPS,6390_18,10,127549309.0,127553540.0,NPS,Neuropeptide S,NPS,P0C0P6,ENSG00000214285,594857,HGNC:33940
6391_52_LILRA3_LIRA3.txt.gz,LILRA3,6391_52,HSCHR19LRC_COX1_CTG3_1,270739.0,275150.0,LIRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,LILRA3,Q8N6C8,ENSG00000170866,11026,HGNC:6604
6392_7_WISP2_WISP_2.txt.gz,WISP2,6392_7,20,44714844.0,44728509.0,WISP-2,WNT1-inducible-signaling pathway protein 2,WISP2,O76076,ENSG00000064205,8839,HGNC:12770
6393_63_HSP90B1_Endoplasmin.txt.gz,HSP90B1,6393_63,12,103930107.0,103953931.0,Endoplasmin,Endoplasmin,HSP90B1,P14625,ENSG00000166598,7184,HGNC:12028
6395_58_GPHA2_GPHA2.txt.gz,GPHA2,6395_58,11,64934471.0,64935893.0,GPHA2,Glycoprotein hormone alpha-2,GPHA2,Q96T91,ENSG00000149735,170589,HGNC:18054
6398_12_LONP1_LONM.txt.gz,LONP1,6398_12,19,5691834.0,5720572.0,LONM,"Lon protease homolog, mitochondrial",LONP1,P36776,ENSG00000196365,9361,HGNC:9479
6399_52_DEFB107A_D107A.txt.gz,DEFB107A,6399_52,8,7811720.0,7815716.0,D107A,Beta-defensin 107,DEFB107A,Q8IZN7,ENSG00000198129,245910,HGNC:18086
6400_33_TP53I13_P5I13.txt.gz,TP53I13,6400_33,17,29566052.0,29573157.0,P5I13,Tumor protein p53-inducible protein 13,TP53I13,Q8NBR0,ENSG00000167543,90313,HGNC:25102
6402_8_PILRA_PILRA_isoform_FDF03_deltaTM.txt.gz,PILRA,6402_8,7,100367530.0,100400096.0,PILRA isoform FDF03-deltaTM,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-deltaTM,PILRA,Q9UKJ1,,,HGNC:20396
6404_20_C1QL1_C1QRF.txt.gz,C1QL1,6404_20,17,44959693.0,44968303.0,C1QRF,C1q-related factor,C1QL1,O75973,ENSG00000131094,10882,HGNC:24182
6405_74_PSG2_PSG2.txt.gz,PSG2,6405_74,19,43064209.0,43083045.0,PSG2,Pregnancy-specific beta-1-glycoprotein 2,PSG2,P11465,ENSG00000242221,5670,HGNC:9519
6406_3_NMES1_NMES1.txt.gz,NMES1,6406_3,15,45430579.0,45448761.0,NMES1,Normal mucosa of esophagus-specific gene 1 protein,NMES1,Q9C002,ENSG00000166920,84419,HGNC:29898
6407_63_LAD1_LAD1.txt.gz,LAD1,6407_63,1,201380833.0,201399915.0,LAD1,Ladinin-1,LAD1,O00515,ENSG00000159166,3898,HGNC:6472
6408_2_INHBC_INHBC.txt.gz,INHBC,6408_2,12,57434784.0,57452062.0,INHBC,Inhibin beta C chain,INHBC,P55103,ENSG00000175189,3626,HGNC:6068
6409_57_ADGRF5_GP116.txt.gz,ADGRF5,6409_57,6,46852522.0,46954943.0,GP116,Adhesion G protein-coupled receptor F5,ADGRF5,Q8IZF2,ENSG00000069122,221395,HGNC:19030
6410_26_INSL4_INSL4.txt.gz,INSL4,6410_26,9,5231419.0,5235304.0,INSL4,Early placenta insulin-like peptide,INSL4,Q14641,ENSG00000120211,3641,HGNC:6087
6411_58_DEFB135_DB135.txt.gz,DEFB135,6411_58,8,11982256.0,11984590.0,DB135,Beta-defensin 135,DEFB135,Q30KP9,ENSG00000205883,613209,HGNC:32400
6413_79_LIPK_LIPK.txt.gz,LIPK,6413_79,10,88706249.0,88752776.0,LIPK,Lipase member K,LIPK,Q5VXJ0,ENSG00000204021,643414,HGNC:23444
6414_8_OAF_OAF.txt.gz,OAF,6414_8,11,120211032.0,120230334.0,OAF,Out at first protein homolog,OAF,Q86UD1,ENSG00000184232,220323,HGNC:28752
6415_90_CPN2_CPN2.txt.gz,CPN2,6415_90,3,194339768.0,194351328.0,CPN2,Carboxypeptidase N subunit 2,CPN2,P22792,ENSG00000178772,1585,HGNC:2313
6416_8_GKN2_GKN2.txt.gz,GKN2,6416_8,2,68945232.0,68952893.0,GKN2,Gastrokine-2,GKN2,Q86XP6,ENSG00000183607,200504,HGNC:24588
6420_4_SDHAF2_SDHF2.txt.gz,SDHAF2,6420_4,11,61430042.0,61446733.0,SDHF2,"Succinate dehydrogenase assembly factor 2, mitochondrial",SDHAF2,Q9NX18,ENSG00000167985,54949,HGNC:26034
6421_52_IFNA16_IFN16.txt.gz,IFNA16,6421_52,9,21216373.0,21217311.0,IFN16,Interferon alpha-16,IFNA16,P05015,ENSG00000147885,3449,HGNC:5421
6424_2_RNASE13_RNS13.txt.gz,RNASE13,6424_2,14,21032818.0,21034807.0,RNS13,Probable inactive ribonuclease-like protein 13,RNASE13,Q5GAN3,ENSG00000206150,440163,HGNC:25285
6425_87_MMP19_MMP19.txt.gz,MMP19,6425_87,12,55835433.0,55842966.0,MMP19,Matrix metalloproteinase-19,MMP19,Q99542,ENSG00000123342,4327,HGNC:7165
6430_36_FAM19A2_F19A2.txt.gz,FAM19A2,6430_36,12,61708273.0,62279150.0,F19A2,Protein FAM19A2,FAM19A2,Q8N3H0,ENSG00000198673,338811,HGNC:21589
6431_68_PCYOX1_PCYOX.txt.gz,PCYOX1,6431_68,2,70257386.0,70281185.0,PCYOX,Prenylcysteine oxidase 1,PCYOX1,Q9UHG3,ENSG00000116005,51449,HGNC:20588
6433_57_FAM20A_FA20A.txt.gz,FAM20A,6433_57,17,68535113.0,68601367.0,FA20A,Pseudokinase FAM20A,FAM20A,Q96MK3,ENSG00000108950,54757,HGNC:23015
6434_18_AOC2_Amine_oxidase.txt.gz,AOC2,6434_18,17,42844580.0,42850707.0,Amine oxidase,Retina-specific copper amine oxidase,AOC2,O75106,ENSG00000131480,314,HGNC:549
6439_59_C14orf93_CN093.txt.gz,C14orf93,6439_59,14,22985894.0,23010166.0,CN093,Uncharacterized protein C14orf93,C14orf93,Q9H972,ENSG00000100802,60686,HGNC:20162
6440_31_MFAP5_MFAP5.txt.gz,MFAP5,6440_31,12,8637346.0,8662888.0,MFAP5,Microfibrillar-associated protein 5,MFAP5,Q13361,ENSG00000197614,8076,HGNC:29673
6441_62_ADAMTS6_ATS6.txt.gz,ADAMTS6,6441_62,5,65148738.0,65481920.0,ATS6,A disintegrin and metalloproteinase with thrombospondin motifs 6,ADAMTS6,Q9UKP5,ENSG00000049192,11174,HGNC:222
6442_6_BAGE3_BAGE3.txt.gz,BAGE3,6442_6,21,7000001.0,10900000.0,BAGE3,B melanoma antigen 3,BAGE3,Q86Y29,,85318,HGNC:15728
6444_15_PSG3_PSG3.txt.gz,PSG3,6444_15,19,42721638.0,42740481.0,PSG3,Pregnancy-specific beta-1-glycoprotein 3,PSG3,Q16557,ENSG00000221826,5671,HGNC:9520
6447_73_PTX3_PTX3.txt.gz,PTX3,6447_73,3,157436850.0,157443633.0,PTX3,Pentraxin-related protein PTX3,PTX3,P26022,ENSG00000163661,5806,HGNC:9692
6448_36_SEMA3C_Sema_E.txt.gz,SEMA3C,6448_36,7,80742538.0,80922359.0,Sema E,Semaphorin-3C,SEMA3C,Q99985,ENSG00000075223,10512,HGNC:10725
6450_8_FABP6_FABP6.txt.gz,FABP6,6450_8,5,160187367.0,160238735.0,FABP6,Gastrotropin,FABP6,P51161,ENSG00000170231,2172,HGNC:3561
6451_64_ASPN_ASPN.txt.gz,ASPN,6451_64,9,92456205.0,92482506.0,ASPN,Asporin,ASPN,Q9BXN1,ENSG00000106819,54829,HGNC:14872
6453_70_LILRB4_LIRB4.txt.gz,LILRB4,6453_70,19,54643889.0,54670359.0,LIRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,LILRB4,Q8NHJ6,ENSG00000186818,11006,HGNC:6608
6454_38_ARHGDIA_Rho_GDIa.txt.gz,ARHGDIA,6454_38,17,81867721.0,81871378.0,Rho-GDIa,Rho GDP-dissociation inhibitor 1,ARHGDIA,P52565,ENSG00000141522,396,HGNC:678
6455_52_HAPLN4_HPLN4.txt.gz,HAPLN4,6455_52,19,19254756.0,19262804.0,HPLN4,Hyaluronan and proteoglycan link protein 4,HAPLN4,Q86UW8,ENSG00000187664,404037,HGNC:31357
6456_17_PSG6_PSG6.txt.gz,PSG6,6456_17,19,42902086.0,42919563.0,PSG6,Pregnancy-specific beta-1-glycoprotein 6,PSG6,Q00889,ENSG00000170848,5675,HGNC:9523
6457_50_PCDHGA1_PCDG1.txt.gz,PCDHGA1,6457_50,5,141330514.0,141512975.0,PCDG1,Protocadherin gamma-A1,PCDHGA1,Q9Y5H4,ENSG00000204956,56114,HGNC:8696
6458_6_RPN1_RPN1.txt.gz,RPN1,6458_6,3,128619969.0,128681075.0,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,P04843,ENSG00000163902,6184,HGNC:10381
6461_54_APOC3_Apo_C_III.txt.gz,APOC3,6461_54,11,116829706.0,116833072.0,Apo C-III,Apolipoprotein C-III,APOC3,P02656,ENSG00000110245,345,HGNC:610
6462_12_TIMP4_TIMP_4.txt.gz,TIMP4,6462_12,3,12153068.0,12158912.0,TIMP-4,Metalloproteinase inhibitor 4,TIMP4,Q99727,ENSG00000157150,7079,HGNC:11823
6463_59_QRFP_OX26.txt.gz,QRFP,6463_59,9,130892707.0,130896812.0,OX26,Orexigenic neuropeptide QRFP,QRFP,P83859,ENSG00000188710,347148,HGNC:29982
6464_40_PVRIG_PVRIG.txt.gz,PVRIG,6464_40,7,100218241.0,100221490.0,PVRIG,Transmembrane protein PVRIG,PVRIG,Q6DKI7,ENSG00000213413,79037,HGNC:32190
6467_65_POGLUT1_KTEL1.txt.gz,POGLUT1,6467_65,3,119468963.0,119494708.0,KTEL1,Protein O-glucosyltransferase 1,POGLUT1,Q8NBL1,ENSG00000163389,56983,HGNC:22954
6468_37_TAC4_TKN4.txt.gz,TAC4,6468_37,17,49838300.0,49848069.0,TKN4,Tachykinin-4,TAC4,Q86UU9,ENSG00000176358,255061,HGNC:16641
6469_62_LY6G6D_LY66D.txt.gz,LY6G6D,6469_62,6,31715348.0,31717919.0,LY66D,Lymphocyte antigen 6 complex locus protein G6d,LY6G6D,O95868,ENSG00000236902,58530,HGNC:13935
6470_19_FBLN1_fibulin_1.txt.gz,FBLN1,6470_19,22,45502238.0,45601135.0,fibulin 1,Fibulin-1,FBLN1,P23142,ENSG00000077942,2192,HGNC:3600
6471_53_CFHR4_FHR4.txt.gz,CFHR4,6471_53,1,196888014.0,196918795.0,FHR4,Complement factor H-related protein 4,CFHR4,Q92496,ENSG00000134365,10877,HGNC:16979
6472_40_PMEL_GP100.txt.gz,PMEL,6472_40,12,55954105.0,55973317.0,GP100,Melanocyte protein PMEL,PMEL,P40967,ENSG00000185664,6490,HGNC:10880
6473_55_BPIFA1_PLUNC.txt.gz,BPIFA1,6473_55,20,33235995.0,33243311.0,PLUNC,BPI fold-containing family A member 1,BPIFA1,Q9NP55,ENSG00000198183,51297,HGNC:15749
6478_2_IGLON5_IGLO5.txt.gz,IGLON5,6478_2,19,51311644.0,51330891.0,IGLO5,IgLON family member 5,IGLON5,A6NGN9,ENSG00000142549,402665,HGNC:34550
6480_1_CANT1_CANT1.txt.gz,CANT1,6480_1,17,78991716.0,79009867.0,CANT1,Soluble calcium-activated nucleotidase 1,CANT1,Q8WVQ1,ENSG00000171302,124583,HGNC:19721
6485_59_IGLL1_IGLL1.txt.gz,IGLL1,6485_59,22,23573125.0,23580302.0,IGLL1,Immunoglobulin lambda-like polypeptide 1,IGLL1,P15814,ENSG00000128322,3543,HGNC:5870
6491_59_KLK15_kallikrein_15.txt.gz,KLK15,6491_59,19,50825289.0,50837213.0,kallikrein 15,Kallikrein-15,KLK15,Q9H2R5,ENSG00000174562,55554,HGNC:20453
6493_9_CPZ_CBPZ.txt.gz,CPZ,6493_9,4,8592660.0,8619759.0,CBPZ,Carboxypeptidase Z,CPZ,Q66K79,ENSG00000109625,8532,HGNC:2333
6494_60_SPACA5_sperm_acrosome_associated_5.txt.gz,SPACA5,6494_60,X,48004336.0,48009733.0,sperm acrosome associated 5,Sperm acrosome-associated protein 5,SPACA5,Q96QH8,ENSG00000171478,389852,HGNC:31353
6495_14_EDN1_Endothelin_1.txt.gz,EDN1,6495_14,6,12290361.0,12297194.0,Endothelin 1,Endothelin-1,EDN1,P05305,ENSG00000078401,1906,HGNC:3176
6496_60_DLK1_DLK1.txt.gz,DLK1,6496_60,14,100725705.0,100738224.0,DLK1,Protein delta homolog 1,DLK1,P80370,ENSG00000185559,8788,HGNC:2907
6497_10_RS1_XLRS1.txt.gz,RS1,6497_10,X,18639688.0,18672108.0,XLRS1,Retinoschisin,RS1,O15537,ENSG00000102104,6247,HGNC:10457
6504_65_LOXL2_Lysyl_oxidase_like_protein_2.txt.gz,LOXL2,6504_65,8,23296897.0,23425328.0,Lysyl oxidase-like protein 2,Lysyl oxidase homolog 2,LOXL2,Q9Y4K0,ENSG00000134013,4017,HGNC:6666
6506_54_TMED10_TMEDA.txt.gz,TMED10,6506_54,14,75131469.0,75176612.0,TMEDA,Transmembrane emp24 domain-containing protein 10,TMED10,P49755,ENSG00000170348,10972,HGNC:16998
6507_16_NCAM2_NCAM2.txt.gz,NCAM2,6507_16,21,20998409.0,21543329.0,NCAM2,Neural cell adhesion molecule 2,NCAM2,O15394,ENSG00000154654,4685,HGNC:7657
6508_68_SCGB1D2_SG1D2.txt.gz,SCGB1D2,6508_68,11,62242239.0,62244812.0,SG1D2,Secretoglobin family 1D member 2,SCGB1D2,O95969,ENSG00000124935,10647,HGNC:18396
6510_56_RNF128_RN128.txt.gz,RNF128,6510_56,X,106693794.0,106797016.0,RN128,E3 ubiquitin-protein ligase RNF128,RNF128,Q8TEB7,ENSG00000133135,79589,HGNC:21153
6511_17_FAM19A4_F19A4.txt.gz,FAM19A4,6511_17,3,68731766.0,68953297.0,F19A4,Protein FAM19A4,FAM19A4,Q96LR4,ENSG00000163377,151647,HGNC:21591
6517_14_GDF10_BMP_3b.txt.gz,GDF10,6517_14,10,47300197.0,47313577.0,BMP-3b,Growth/differentiation factor 10,GDF10,P55107,ENSG00000107623,2662,HGNC:4215
6518_85_GHRL_ghrelin.txt.gz,GHRL,6518_85,3,10285666.0,10292947.0,ghrelin,Appetite-regulating hormone,GHRL,Q9UBU3,ENSG00000157017,51738,HGNC:18129
6520_87_MGP_MGP.txt.gz,MGP,6520_87,12,14880864.0,14885857.0,MGP,Matrix Gla protein,MGP,P08493,ENSG00000111341,4256,HGNC:7060
6521_35_NPTX2_NPTX2.txt.gz,NPTX2,6521_35,7,98617285.0,98629869.0,NPTX2,Neuronal pentraxin-2,NPTX2,P47972,ENSG00000106236,4885,HGNC:7953
6525_17_DUSP13_DUSP13.txt.gz,DUSP13,6525_17,10,75094432.0,75109221.0,DUSP13,Dual specificity protein phosphatase 13 isoform A,DUSP13,Q6B8I1,,51207,HGNC:19681
6526_77_OBP2A_OBP2A.txt.gz,OBP2A,6526_77,9,135546126.0,135549969.0,OBP2A,Odorant-binding protein 2a,OBP2A,Q9NY56,ENSG00000122136,29991,HGNC:23380
6527_1_TRIL_TRIL.txt.gz,TRIL,6527_1,7,28953358.0,28958330.0,TRIL,TLR4 interactor with leucine rich repeats,TRIL,Q7L0X0,,9865,HGNC:22200
6528_95_EXTL2_EXTL2.txt.gz,EXTL2,6528_95,1,100872372.0,100895179.0,EXTL2,Exostosin-like 2,EXTL2,Q9UBQ6,ENSG00000162694,2135,HGNC:3516
6530_63_PROL1_PROL1.txt.gz,PROL1,6530_63,4,70397931.0,70410195.0,PROL1,Opiorphin prepropeptide,PROL1,Q99935,ENSG00000171199,58503,HGNC:17279
6531_29_FAM162A_F162A.txt.gz,FAM162A,6531_29,3,122384161.0,122412334.0,F162A,Protein FAM162A,FAM162A,Q96A26,ENSG00000114023,26355,HGNC:17865
6533_20_DNASE2B_DNS2B.txt.gz,DNASE2B,6533_20,1,84398484.0,84415018.0,DNS2B,Deoxyribonuclease-2-beta,DNASE2B,Q8WZ79,ENSG00000137976,58511,HGNC:28875
6536_54_PLBD2_LAML2.txt.gz,PLBD2,6536_54,12,113358566.0,113391629.0,LAML2,Putative phospholipase B-like 2,PLBD2,Q8NHP8,ENSG00000151176,196463,HGNC:27283
6538_90_KIAA2013_K2013.txt.gz,KIAA2013,6538_90,1,11919591.0,11926428.0,K2013,Uncharacterized protein KIAA2013,KIAA2013,Q8IYS2,ENSG00000116685,90231,HGNC:28513
6543_182_PRLH_PRRP.txt.gz,PRLH,6543_182,2,237566574.0,237567175.0,PRRP,Prolactin-releasing peptide,PRLH,P81277,ENSG00000071677,51052,HGNC:17945
6544_33_NELL1_NELL1.txt.gz,NELL1,6544_33,11,20669551.0,21575686.0,NELL1,Protein kinase C-binding protein NELL1,NELL1,Q92832,ENSG00000165973,4745,HGNC:7750
6545_58_PRNP_PRIO.txt.gz,PRNP,6545_58,20,4686350.0,4701590.0,PRIO,Major prion protein,PRNP,P04156,ENSG00000171867,5621,HGNC:9449
6547_83_TMPRSS11D_TM11D.txt.gz,TMPRSS11D,6547_83,4,67820876.0,67884002.0,TM11D,Transmembrane protease serine 11D,TMPRSS11D,O60235,ENSG00000153802,9407,HGNC:24059
6549_60_VSTM2L_VTM2L.txt.gz,VSTM2L,6549_60,20,37903111.0,37945350.0,VTM2L,V-set and transmembrane domain-containing protein 2-like protein,VSTM2L,Q96N03,ENSG00000132821,128434,HGNC:16096
6550_4_ICAM4_ICAM4.txt.gz,ICAM4,6550_4,19,10286955.0,10288522.0,ICAM4,Intercellular adhesion molecule 4,ICAM4,Q14773,ENSG00000105371,3386,HGNC:5347
6551_94_SERPINA12_Vaspin.txt.gz,SERPINA12,6551_94,14,94487274.0,94517844.0,Vaspin,Serpin A12,SERPINA12,Q8IW75,ENSG00000165953,145264,HGNC:18359
6553_68_CFAP45_CCD19.txt.gz,CFAP45,6553_68,1,159872364.0,159900165.0,CCD19,Cilia- and flagella-associated protein 45,CFAP45,Q9UL16,ENSG00000213085,25790,HGNC:17229
6555_58_STOML2_Stomatin_like_protein_2.txt.gz,STOML2,6555_58,9,35099776.0,35103195.0,Stomatin-like protein 2,"Stomatin-like protein 2, mitochondrial",STOML2,Q9UJZ1,ENSG00000165283,30968,HGNC:14559
6556_5_ENPP5_ENPP5.txt.gz,ENPP5,6556_5,6,46159185.0,46170980.0,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,ENPP5,Q9UJA9,ENSG00000112796,59084,HGNC:13717
6557_50_LRRC15_LRC15.txt.gz,LRRC15,6557_50,3,194355249.0,194369743.0,LRC15,Leucine-rich repeat-containing protein 15,LRRC15,Q8TF66,ENSG00000172061,131578,HGNC:20818
6558_5_COLEC10_COL10.txt.gz,COLEC10,6558_5,8,118995452.0,119108455.0,COL10,Collectin-10,COLEC10,Q9Y6Z7,ENSG00000184374,10584,HGNC:2220
6570_1_COL13A1_CODA1.txt.gz,COL13A1,6570_1,10,69801880.0,69964275.0,CODA1,Collagen alpha-1(XIII) chain,COL13A1,Q5TAT6,ENSG00000197467,1305,HGNC:2190
