Sequence_ID,Full_name,Target_Name,UniprotID,EntrezeeGene_Nname
9201-13,Transgelin-2,Transgelin-2,P37802,TAGLN2
9202-309,"ATP synthase subunit O, mitochondrial",ATPO,P48047,ATP5PO
9204-33,Pro-opiomelanocortin,Corticotropin-lipotropin,P01189,POMC
9207-60,Quinone oxidoreductase-like protein 1,QORL1,O95825,CRYZL1
9211-19,Pigment epithelium-derived factor,PEDF,P36955,SERPINF1
9212-22,Cathepsin F,CATF,Q9UBX1,CTSF
9213-24,Formimidoyltransferase-cyclodeaminase,FTCD,O95954,FTCD
9215-117,Ubiquitin carboxyl-terminal hydrolase 25,UBP25,Q9UHP3,USP25
9216-100,Plexin-B2,PLXB2,O15031,PLXNB2
9218-7,Tumor necrosis factor receptor superfamily member 6,"Fas, soluble",P25445,FAS
9219-70,Neudesin,NENF,Q9UMX5,NENF
9220-7,Ephrin type-B receptor 3,EPHB3,P54753,EPHB3
9221-6,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",IPIL1,Q6GPH6,ITPRIPL1
9223-11,Mesencephalic astrocyte-derived neurotrophic factor,ARMET,P55145,MANF
9224-20,Prolactin receptor,Prolactin Receptor,P16471,PRLR
9226-6,Transmembrane and ubiquitin-like domain-containing protein 2,TMUB2,Q71RG4,TMUB2
9227-15,Programmed cell death protein 1,PD-1,Q15116,PDCD1
9229-9,Chymotrypsin-like protease CTRL-1,CTRL,P40313,CTRL
9231-23,Inositol monophosphatase 3,IMPA3,Q9NX62,BPNT2
9232-1,Roundabout homolog 4,ROBO4,Q8WZ75,ROBO4
9233-71,Tissue factor pathway inhibitor 2,TFPI -2,P48307,TFPI2
9234-8,Twisted gastrulation protein homolog 1,TWSG1,Q9GZX9,TWSG1
9235-3,Plexin domain-containing protein 1,PXDC1,Q8IUK5,PLXDC1
9237-54,Lysosomal acid phosphatase,Lysosomal acid phosphatase,P11117,ACP2
9241-40,Signal-regulatory protein gamma,SIRPG,Q9P1W8,SIRPG
9242-11,Betacellulin,BTC,P35070,BTC
9243-10,Lysozyme g-like protein 1,LYG1,Q8N1E2,LYG1
9244-27,Palmitoyl-protein thioesterase 1,PPT1,P50897,PPT1
9245-1,Killer cell immunoglobulin-like receptor 2DL4,KI2L4,Q99706,KIR2DL4
9248-36,Myeloid-derived growth factor,CS010,Q969H8,MYDGF
9249-17,Transmembrane protein 9:Extracellular domain,TMEM9:ECD,Q9P0T7,TMEM9
9250-87,Neutrophil defensin 1,HNP-1,P59665,DEFA1
9251-28,Epididymis-specific alpha-mannosidase,MA2B2,Q9Y2E5,MAN2B2
9253-52,Histo-blood group ABO system transferase,BGAT,P16442,ABO
9254-18,High affinity immunoglobulin epsilon receptor subunit alpha,FCERA,P12319,FCER1A
9255-5,Interleukin-17C,IL-17C,Q9P0M4,IL17C
9256-78,Neuronal pentraxin-1,NPTX1,Q15818,NPTX1
9257-14,Translational activator of cytochrome c oxidase 1,TACO1,Q9BSH4,TACO1
9259-35,Tumor necrosis factor receptor superfamily member 21,DR6,O75509,TNFRSF21
9261-14,Ephrin type-B receptor 6,EphB6,O15197,EPHB6
9263-57,Sialate O-acetylesterase,SIAE,Q9HAT2,SIAE
9264-11,Cathepsin O,CATO,P43234,CTSO
9265-10,Glioma pathogenesis-related protein 1,GLIP1,P48060,GLIPR1
9266-1,Triggering receptor expressed on myeloid cells 1,sTREM-1,Q9NP99,TREM1
9267-2,Carboxypeptidase A4,CBPA4,Q9UI42,CPA4
9269-7,Biotinidase,Biotinidase,P43251,BTD
9271-101,Stromal interaction molecule 1:Extracellular domain,STIM1:ECD,Q13586,STIM1
9275-2,Sialic acid-binding Ig-like lectin 5,Siglec-5,O15389,SIGLEC5
9276-7,Carboxypeptidase A2,CBPA2,P48052,CPA2
9277-16,Regenerating islet-derived protein 3-alpha,PAP1,Q06141,REG3A
9278-9,Stromal cell-derived factor 1,SDF-1,P48061,CXCL12
9279-7,Immunoglobulin superfamily member 11:Extracellular domain,IGS11:ECD,Q5DX21,IGSF11
9282-12,Cysteine-rich secretory protein 2,CRIS2,P16562,CRISP2
9283-8,CD44 antigen,CD44,P16070,CD44
9284-25,Secreted frizzled-related protein 4,SFRP4,Q6FHJ7,SFRP4
9287-6,Sepiapterin reductase,SPRE,P35270,SPR
9288-7,Peptidyl-prolyl cis-trans isomerase FKBP7,FKBP7,Q9Y680,FKBP7
9290-8,Regulator of microtubule dynamics protein 3,RMD3,Q96TC7,RMDN3
9294-45,Microfibrillar-associated protein 2,MFAP2,P55001,MFAP2
9296-15,Receptor-type tyrosine-protein phosphatase delta,PTPRD,P23468,PTPRD
9297-12,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",B3GN8,Q7Z7M8,B3GNT8
9300-13,"Nectin-1, isoform gamma:Extracellular domain",nectin-1 gamma:ECD,Q15223,NECTIN1
9302-90,Growth arrest and DNA damage-inducible proteins-interacting protein 1,G45IP,Q8TAE8,GADD45GIP1
9303-9,ICOS ligand,B7-H2,O75144,ICOSLG
9305-89,Interferon gamma receptor 2:Extracellular domain,INGR2:ECD,P38484,IFNGR2
9306-7,Beta-defensin 118,DB118,Q96PH6,DEFB118
9310-2,T-cell surface glycoprotein CD8 beta chain,CD8B,P10966,CD8B
9312-8,Zinc-alpha-2-glycoprotein,AZGP1,P25311,AZGP1
9313-27,Cerebellin-1,CBLN1,P23435,CBLN1
9314-9,Pregnancy-specific beta-1-glycoprotein 5,PSG5,Q15238,PSG5
9315-16,Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain,MUL1:MIMD,Q969V5,MUL1
9316-67,WAP four-disulfide core domain protein 1,WFDC1,Q9HC57,WFDC1
9317-4,Leucine-rich repeat-containing protein 25:Extracellular domain,LRC25:ECD,Q8N386,LRRC25
9319-59,Transmembrane emp24 domain-containing protein 4,TMED4,Q7Z7H5,TMED4
9321-400,Neuromedin-B,NMB,P08949,NMB
9322-15,Reticulocalbin-1,RCN1,Q15293,RCN1
9326-33,Inter-alpha-trypsin inhibitor heavy chain H2,ITI heavy chain H2,P19823,ITIH2
9327-3,Ly6/PLAUR domain-containing protein 1,LYPD1,Q8N2G4,LYPD1
9328-55,MHC class I polypeptide-related sequence B,MICB,Q29980,MICB
9329-28,"Trem-like transcript 1 protein:Extracellular domain, Ig-like V-type domain",TRML1:ECD,Q86YW5,TREML1
9332-6,Beta-defensin 136,DB136,Q30KP8,DEFB136
9333-59,Endoplasmic reticulum resident protein 27,ERP27,Q96DN0,ERP27
9335-28,Pregnancy-specific beta-1-glycoprotein 9,PSG9,Q00887,PSG9
9337-43,Protachykinin-1,TKN1,P20366,TAC1
9339-204,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,P26885,FKBP2
9340-17,Peptidyl-prolyl cis-trans isomerase FKBP14,FKB14,Q9NWM8,FKBP14
9341-1,Platelet-derived growth factor D,PDGFD,Q9GZP0,PDGFD
9343-16,Interleukin-2 receptor subunit beta,IL-2 sRb,P14784,IL2RB
9345-436,WAP four-disulfide core domain protein 13,WFD13,Q8IUB5,WFDC13
9348-1,Complement C1r subcomponent-like protein,C1RL1,Q9NZP8,C1RL
9350-3,Follistatin-related protein 4,FSTL4,Q6MZW2,FSTL4
9352-86,Regenerating islet-derived protein 3-gamma,REG3G,Q6UW15,REG3G
9357-4,Protein CREG1,CREG1,O75629,CREG1
9359-9,Protein delta homolog 2,EGFL9,Q6UY11,DLK2
9360-33,EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,O43854,EDIL3
9361-7,Protocadherin alpha-C2,PCDC2,Q9Y5I4,PCDHAC2
9363-11,Cancer/testis antigen 55,CX048,Q8WUE5,CT55
9365-91,Protein eyes shut homolog,EYS,Q5T1H1,EYS
9366-54,Interleukin-21 receptor,IL-21 sR,Q9HBE5,IL21R
9368-64,Leucine-rich repeat and transmembrane domain-containing protein 1,LRTM1,Q9HBL6,LRTM1
9369-174,Leucine-rich repeat-containing protein 4C,NGL1,Q9HCJ2,LRRC4C
9370-69,Gamma-glutamyl hydrolase,GGH,Q92820,GGH
9372-157,Myelin protein zero-like protein 2,MPZL2,O60487,MPZL2
9374-24,Neuronatin,NNAT,Q16517,NNAT
9377-25,Kit ligand,SCF,P21583,KITLG
9378-6,Fibrinogen C domain-containing protein 1,FBCD1,Q8N539,FIBCD1
9379-248,Small integral membrane protein 10,CX069,Q96HG1,SMIM10
9380-2,Group XIIB secretory phospholipase A2-like protein,sPLA(2)-XIII,Q9BX93,PLA2G12B
9383-24,Chitinase-3-like protein 2,CH3L2,Q15782,CHI3L2
9384-17,Cathelicidin antimicrobial peptide,Cathelicidin peptide,P49913,CAMP
9385-4,Lysosomal alpha-glucosidase,GAA,P10253,GAA
9386-42,Tetratricopeptide repeat protein 9B,TTC9B,Q8N6N2,TTC9B
9388-18,"Methylmalonyl-CoA epimerase, mitochondrial",MCEE,Q96PE7,MCEE
9391-60,ProSAAS,PCSK1,Q9UHG2,PCSK1N
9392-43,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",MGT4A,Q9UM21,MGAT4A
9394-19,Carboxypeptidase Q,Aminopeptidase,Q9Y646,CPQ
9398-30,Galanin-like peptide,GALP,Q9UBC7,GALP
9400-40,Galectin-7,Galectin-7,P47929,LGALS7
9401-57,Metalloprotease TIKI1,CB089,Q86V40,TRABD2A
9402-18,"Discoidin, CUB and LCCL domain-containing protein 1",DCBD1,Q8N8Z6,DCBLD1
9409-11,Tryptase beta-1,TRYB1,Q15661,TPSAB1
9412-52,Activin receptor type-2B,Activin RIIB,Q13705,ACVR2B
9416-77,Carboxypeptidase M,CBPM,P14384,CPM
9426-73,DNA-binding protein inhibitor ID-2,ID2,Q02363,ID2
9436-2,DNA-binding protein inhibitor ID-1,ID-1,P41134,ID1
9443-137,Cathepsin K,cathepsin K,P43235,CTSK
9444-70,Protein DGCR6,DGCR6,Q14129,DGCR6
9445-44,Uncharacterized protein C19orf18,CS018,Q8NEA5,C19orf18
9449-150,C4b-binding protein alpha chain,C4b-binding protein alpha chain,P04003,C4BPA
9450-18,Cyclin-dependent kinase 2-associated protein 1,CDKA1,O14519,CDK2AP1
9451-20,Uromodulin,Uromodulin,P07911,UMOD
9453-12,Vascular endothelial growth factor B,VEGF-B,P49765,VEGFB
9456-34,Interleukin-22 receptor subunit alpha-2,IL-22BP,Q969J5,IL22RA2
9457-3,Caveolin-2,CAV2,P51636,CAV2
9459-7,Tumor necrosis factor receptor superfamily member 6,"Fas, soluble",P25445,FAS
9461-2,Intercellular adhesion molecule 4,ICAM4,Q14773,ICAM4
9468-8,Vesicular integral-membrane protein VIP36,"Lectin, mannose-binding 2",Q12907,LMAN2
9470-15,Methyltransferase-like protein 24,MET24,Q5JXM2,METTL24
9474-22,Asialoglycoprotein receptor 2,ASGR2,P07307,ASGR2
9475-22,Epididymal secretory glutathione peroxidase,GPX5,O75715,GPX5
9478-69,Phosphoribosyl pyrophosphate synthase-associated protein 1,KPRA,Q14558,PRPSAP1
9482-110,"ADP-ribose pyrophosphatase, mitochondrial",NUDT9,Q9BW91,NUDT9
9484-75,Desmoglein-2,Desmoglein-2,Q14126,DSG2
9486-13,Beta-defensin 125,DB125,Q8N687,DEFB125
9487-60,Somatoliberin,Growth hormone-releasing factor,P01286,GHRH
9490-3,Uncharacterized protein C4orf32,CD032,Q8N8J7,FAM241A
9495-10,C-X-C motif chemokine 17,VCC1,Q6UXB2,CXCL17
9503-1,Neuromedin-S,NMS,Q5H8A3,NMS
9504-19,Ras-related protein Rab-27A,RB27A,P51159,RAB27A
9506-10,Apolipoprotein L1,Apo L1,O14791,APOL1
9507-55,Fibroblast growth factor-binding protein 1,FGFP1,Q14512,FGFBP1
9509-4,Trimeric intracellular cation channel type B,TM38B,Q9NVV0,TMEM38B
9511-61,Neurexophilin-2,NXPH2,O95156,NXPH2
9513-9,Fibroblast growth factor 22,FGF22,Q9HCT0,FGF22
9514-46,EF-hand calcium-binding domain-containing protein 14:C-term,K0494:C-term,O75071,EFCAB14
9518-95,Phospholipase A1 member A,PLA1A,Q53H76,PLA1A
9522-3,"Apoptosis-inducing factor 1, mitochondrial",AIF,O95831,AIFM1
9523-34,Integral membrane protein 2C:C-term,ITM2C:C-term,Q9NQX7,ITM2C
9524-46,Putative spermatogenesis-associated protein 31D4,S31D4,Q6ZUB0,SPATA31D4
9525-1,Inactive tyrosine-protein kinase 7,PTK7,Q13308,PTK7
9526-3,Colipase-like protein 1,COLL1,A2RUU4,CLPSL1
9531-24,Leukocyte-specific transcript 1 protein,LST1,O00453,LST1
9532-5,WW domain binding protein 1-like,WBP1L,Q9NX94,WBP1L
9536-16,Epididymal secretory protein E3-alpha,EP3A,Q14507,EDDM3A
9541-15,"Beta-1,3-galactosyltransferase 1",B3GT1,Q9Y5Z6,B3GALT1
9543-131,Conserved oligomeric Golgi complex subunit 8,COG8,Q96MW5,COG8
9544-24,Uncharacterized protein C7orf69,CG069,Q9H7B7,PKD1L1-AS1 | C7orf69
9545-156,Granzyme K,Granzyme K,P49863,GZMK
9547-29,EMI domain-containing protein 1,EMID1,Q96A84,EMID1
9550-153,Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 2,TTC17:TPR2,Q96AE7,TTC17
9557-5,MANSC domain-containing protein 1,MANS1,Q9H8J5,MANSC1
9561-21,Versican core protein,CSPG2,P13611,VCAN
9565-6,PRKC apoptosis WT1 regulator protein,PAWR,Q96IZ0,PAWR
9568-289,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,FCAMR,Q8WWV6,FCAMR
9569-14,Scavenger receptor class A member 3:region 1,SCAR3:region 1,Q6AZY7,SCARA3
9573-108,Thioredoxin domain-containing protein 11:N-term,TXD11:C-term,Q6PKC3,TXNDC11
9574-11,Myc box-dependent-interacting protein 1,BIN1,O00499,BIN1
9576-58,Motor neuron and pancreas homeobox protein 1,MNX1,P50219,MNX1
9577-26,Synaptotagmin-2,SYT2,Q8N9I0,SYT2
9578-263,MANSC domain-containing protein 4,MANS4,A6NHS7,MANSC4
9579-59,Transmembrane gamma-carboxyglutamic acid protein 4,TMG4,Q9BZD6,PRRG4
9580-5,Laminin subunit gamma-2,Laminin gamma-2,Q13753,LAMC2
9581-4,Pre-mRNA-processing factor 6:region 2,PRP6:region 2,O94906,PRPF6
9582-93,Sushi domain-containing protein 1,SUSD1,Q6UWL2,SUSD1
9583-17,RING finger protein 24,RNF24,Q9Y225,RNF24
9585-80,CXADR-like membrane protein:Cytoplasmic domain,ACAM:CD,Q9H6B4,CLMP
9590-10,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",COX7R,O14548,COX7A2L
9594-30,Zinc transporter 5,ZNT5,Q8TAD4,SLC30A5
9595-11,"Beta-1,4-galactosyltransferase 2",B4GT2,O60909,B4GALT2
9598-23,CUB and sushi domain-containing protein 1,CSMD1,Q96PZ7,CSMD1
9599-6,PILR alpha-associated neural protein,PIANP,Q8IYJ0,PIANP
9600-55,Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 17,THS7A:TSP type-1 domain 17,Q9UPZ6,THSD7A
9603-9,Interleukin-22 receptor subunit alpha-1,IL22RA1,Q8N6P7,IL22RA1
9604-14,Cadherin-11:Extracellular domain,Cadherin-11:ECD,P55287,CDH11
9606-4,Nuclear pore membrane glycoprotein 210-like,P210L,Q5VU65,NUP210L
9607-39,Proline-rich protein 27,CD040,Q6MZM9,PRR27
9609-25,Zinc finger protein 275,ZN275,Q9NSD4,ZNF275
9627-15,Vitrin,VITRN,Q6UXI7,VIT
9638-2,T-cell immunoreceptor with Ig and ITIM domains,TIGIT,Q495A1,TIGIT
9713-67,Platelet-derived growth factor receptor-like protein,PGFRL,Q15198,PDGFRL
9715-15,Immunoglobulin superfamily member 3,IGSF3,O75054,IGSF3
9719-145,Matrix metalloproteinase-16,MMP-16,P51512,MMP16
9723-105,Multimerin-2,EMILIN-3,Q9H8L6,MMRN2
9728-4,E3 ubiquitin-protein ligase CCNB1IP1,CIP1,Q9NPC3,CCNB1IP1
9730-22,GH3 domain-containing protein,GHDC,Q8N2G8,GHDC
9735-44,T-cell surface protein tactile,TACT,P40200,CD96
9738-7,FAS-associated factor 2,FAF2,Q96CS3,FAF2
9739-4,DNA mismatch repair protein Msh2,MSH2,P43246,MSH2
9742-59,Spliceosome RNA helicase DDX39B,BAT1,Q13838,DDX39B
9744-139,DnaJ homolog subfamily A member 4,DNJA4,Q8WW22,DNAJA4
9745-20,Eukaryotic translation initiation factor 4E type 2,IF4E2,O60573,EIF4E2
9747-48,MAP/microtubule affinity-regulating kinase 3,MARK3,P27448,MARK3
9748-31,Glutathione S-transferase Mu 3,GSTM3-3,P21266,GSTM3
9749-190,Plastin-2,L-plastin,P13796,LCP1
9750-7,Protein S100-A4,S100A4,P26447,S100A4
9751-72,Nuclease-sensitive element-binding protein 1,NSEP1,P67809,YBX1
9753-17,Ezrin,Ezrin,P15311,EZR
9754-33,Ribosyldihydronicotinamide dehydrogenase [quinone],Quinone reductase 2,P16083,NQO2
9755-19,Drebrin-like protein,DBNL,Q9UJU6,DBNL
9756-6,Transgelin,TAGL,Q01995,TAGLN
9757-29,Protein enabled homolog,ENAH,Q8N8S7,ENAH
9758-17,"40S ribosomal protein S4, X isoform",RS4X,P62701,RPS4X
9759-13,"Indoleamine 2,3-dioxygenase 1",INDO,P14902,IDO1
9760-13,Mitogen-activated protein kinase 9,JNK2,P45984,MAPK9
9761-89,L-lactate dehydrogenase A chain,LDHA,P00338,LDHA
9762-14,Vasodilator-stimulated phosphoprotein,VASP,P50552,VASP
9764-79,Heterogeneous nuclear ribonucleoprotein F,HNRPF,P52597,HNRNPF
9765-4,Nuclear distribution protein nudE homolog 1,NDE1,Q9NXR1,NDE1
9767-22,Protein ripply1,RIPP1,Q0D2K3,RIPPLY1
9768-5,Interleukin-10 receptor subunit alpha:Cytoplasmic domain,IL-10 Ra:CD,Q13651,IL10RA
9769-48,Delta and Notch-like epidermal growth factor-related receptor:Extracellular domain,DNER:ECD,Q8NFT8,DNER
9772-153,Neuroligin-2:Extracellular domain,NLGN2:ECD,Q8NFZ4,NLGN2
9773-15,E3 ubiquitin-protein ligase RNF149,RN149,Q8NC42,RNF149
9774-59,RING finger protein 150,RN150,Q9ULK6,RNF150
9778-45,Transmembrane protein 52B,TM52B,Q4KMG9,TMEM52B
9779-63,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,HERP2,Q9BSE4,HERPUD2
9783-75,DnaJ homolog subfamily C member 11,DJC11,Q9NVH1,DNAJC11
9786-310,Radiation-inducible immediate-early gene IEX-1,IEX1,P46695,IER3
9787-23,Collectin-12,COLEC12,Q5KU26,COLEC12
9789-52,Nesprin-2,Nesprin-2,Q8WXH0,SYNE2
9790-28,Serine/threonine-protein kinase BRSK2,BR serine/threonine kinase 2,Q8IWQ3,BRSK2
9793-145,Immunoglobulin superfamily DCC subclass member 4,IGDC4,Q8TDY8,IGDCC4
9794-17,AarF domain-containing protein kinase 4,ADCK4,Q96D53,COQ8B
9795-9,Ceroid-lipofuscinosis neuronal protein 5:Cytoplasmic domain,CLN5:CD,O75503,CLN5
9796-4,Bile salt-activated lipase,CEL,P19835,CEL
9800-20,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUB8,O95169,NDUFB8
9802-27,Patatin-like phospholipase domain-containing protein 2,PLPL2,Q96AD5,PNPLA2
9805-51,Semaphorin-4B,SEM4B,Q9NPR2,SEMA4B
9808-41,Trinucleotide repeat-containing gene 6B protein,TNR6B,Q9UPQ9,TNRC6B
9815-5,Rho GTPase-activating protein 1:Cellular retinaldehyde-TRIO domain,RHG01:CRAL-TRIO,Q07960,ARHGAP1
9816-37,Isochorismatase domain-containing protein 1,ISOC1,Q96CN7,ISOC1
9819-110,Induced myeloid leukemia cell differentiation protein Mcl-1,Mcl-1,Q07820,MCL1
9823-2,Dihydrofolate reductase,DYR,P00374,DHFR
9826-135,Bis(5'-adenosyl)-triphosphatase,Fragile histidine triad protein,P49789,FHIT
9828-86,L-lactate dehydrogenase C chain,LDHC,P07864,LDHC
9829-91,Bile salt sulfotransferase,SULT 2A1,Q06520,SULT2A1
9830-109,Guanine nucleotide exchange factor VAV3,VAV3,Q9UKW4,VAV3
9831-12,Ras GTPase-activating protein-binding protein 2,G3BP2,Q9UN86,G3BP2
9832-33,"Homogentisate 1,2-dioxygenase",HGD,Q93099,HGD
9834-62,Alcohol dehydrogenase 1B,ADH1B,P00325,ADH1B
9835-16,Aldehyde dehydrogenase family 1 member A3,AL1A3,P47895,ALDH1A3
9836-20,Deoxycytidine kinase,DCK,P27707,DCK
9837-60,NAD(P)H dehydrogenase [quinone] 1,NAD(P)H dehydrogenase,P15559,NQO1
9838-4,Mothers against decapentaplegic homolog 1,SMAD1,Q15797,SMAD1
9839-148,Toll/interleukin-1 receptor domain-containing adapter protein,Tirap,P58753,TIRAP
9840-2,Cell division control protein 42 homolog,Cdc42Hs,P60953,CDC42
9841-197,Multifunctional protein ADE2,Multifunctional protein ADE2,P22234,PAICS
9842-2,Catenin beta-1,b-Catenin,P35222,CTNNB1
9843-5,Alpha-actinin-1,ACTN1,P12814,ACTN1
9844-138,Alpha-actinin-2,ACTN2,P35609,ACTN2
9845-33,Protein DJ-1,PARK7,Q99497,PARK7
9846-32,Rho GDP-dissociation inhibitor 2,Rho-GDI beta,P52566,ARHGDIB
9847-21,Homeobox protein TGIF2,TGIF2,Q9GZN2,TGIF2
9848-22,Cyclin-H,Cyclin H,P51946,CCNH
9849-13,DNA-(apurinic or apyrimidinic site) lyase,APEX1,P27695,APEX1
9850-38,"Eukaryotic translation initiation factor 1A, X-chromosomal",IF1AX,P47813,EIF1AX
9851-9,"Fatty acid-binding protein, adipocyte",FABPA,P15090,FABP4
9853-3,Interferon-induced protein with tetratricopeptide repeats 2,IFIT2,P09913,IFIT2
9854-36,Aldose reductase,Aldose reductase,P15121,AKR1B1
9855-10,Transforming protein RhoA,Rho A,P61586,RHOA
9856-22,Deoxyhypusine synthase,DHYS,P49366,DHPS
9857-38,Interferon regulatory factor 4,IRF4,Q15306,IRF4
9859-180,Diamine acetyltransferase 1,SSAT-1,P21673,SAT1
9863-1,Tropomyosin alpha-4 chain,Tropomyosin 4,P67936,TPM4
9864-38,Tetratricopeptide repeat protein 1,TTC1,Q99614,TTC1
9865-40,Ubiquitin-conjugating enzyme E2 B,UBE2B,P63146,UBE2B
9867-23,"Fructose-1,6-bisphosphatase isozyme 2",F16P2,O00757,FBP2
9869-28,Nuclear factor NF-kappa-B p105 subunit,NF-kappa-B p105,P19838,NFKB1
9870-17,"Tryptophan--tRNA ligase, cytoplasmic",SYWC,P23381,WARS1
9872-23,Catenin alpha-2,CTNA2,P26232,CTNNA2
9873-17,Steroid hormone receptor ERR1,ERRalpha,P11474,ESRRA
9874-28,Cyclin-dependent kinase 4 inhibitor B,p15-INK4b,P42772,CDKN2B
9875-107,THO complex subunit 1,THOC1,Q96FV9,THOC1
9876-20,Fructose-bisphosphate aldolase C,aldolase C,P09972,ALDOC
9877-28,Crk-like protein,CRKL,P46109,CRKL
9878-3,Estrogen sulfotransferase,SULT 1E,P49888,SULT1E1
9880-33,"Tryptophan 2,3-dioxygenase",T23O,P48775,TDO2
9883-29,Lactoylglutathione lyase,Glyoxalase I,Q04760,GLO1
9884-8,Peptidyl-prolyl cis-trans isomerase-like 1,PPIL1,Q9Y3C6,PPIL1
9885-41,Ras-related protein Rap-2a,RAP2A,P10114,RAP2A
9886-28,DNA repair protein XRCC4,XRCC4,Q13426,XRCC4
9887-40,E3 ubiquitin-protein ligase RBBP6,RBBP6,Q7Z6E9,RBBP6
9889-42,Actin filament-associated protein 1-like 1,AF1L1,Q8TED9,AFAP1L1
9890-8,Tropomyosin alpha-3 chain,Tropomyosin alpha-3 chain,P06753,TPM3
9893-27,Ornithine decarboxylase antizyme 1,Ornithine decarboxylase antizyme,P54368,OAZ1
9894-13,Unconventional myosin-VI,MYO6,Q9UM54,MYO6
9895-77,DNA repair endonuclease XPF,XPF,Q92889,ERCC4
9896-21,Forkhead box protein G1,FOXGB,P55316,FOXG1
9897-9,DNA replication licensing factor MCM6,MCM6,Q14566,MCM6
9898-161,AT-rich interactive domain-containing protein 1A,ARI1A,O14497,ARID1A
9899-28,Kinesin-like protein KIF1C,KIF1C,O43896,KIF1C
9900-36,Neurofilament heavy polypeptide,NFH,P12036,NEFH
9901-28,Egl nine homolog 1,EGLN1,Q9GZT9,EGLN1
9906-21,Testican-3,TICN3,Q9BQ16,SPOCK3
9907-216,Tankyrase-1,Tankyrase-1,O95271,TNKS
9910-9,S-methyl-5'-thioadenosine phosphorylase,MTAP,Q13126,MTAP
9913-4,Ribosome-binding protein 1,RRBP1,Q9P2E9,RRBP1
9916-146,Leucine-rich repeat-containing protein 4B:Extracellular domain,LRC4B:ECD,Q9NT99,LRRC4B
9918-23,Calbindin,Calbindin D28,P05937,CALB1
9923-6,Son of sevenless homolog 1,SOS1,Q07889,SOS1
9925-56,Scavenger receptor class F member 2:Cytoplasmic domain,SREC-II:CD,Q96GP6,SCARF2
9926-4,Protein S100-P,S100P,P25815,S100P
9927-96,Tensin-4,TENS4,Q8IZW8,TNS4
9928-125,Leukocyte cell-derived chemotaxin 1,LECT1,O75829,CNMD
9929-16,3-keto-steroid reductase:Extracellular domain (partial),DHB7:ECD,P56937,HSD17B7
9930-48,Gamma-aminobutyric acid type B receptor subunit 2:Cytoplasmic domain,GABR2:CD,O75899,GABBR2
9931-20,"Keratin, type II cytoskeletal 1",Keratin-1,P04264,KRT1
9932-49,Semaphorin-4F,SEM4F,O95754,SEMA4F
9933-49,Protein ATP1B4,AT1B4,Q9UN42,ATP1B4
9934-29,Phosphatidylinositol transfer protein alpha isoform,PIPNA,Q00169,PITPNA
9936-27,E3 ubiquitin-protein ligase LNX,LNX1,Q8TBB1,LNX1
9937-7,Gap junction alpha-1 protein,CXA1,P17302,GJA1
9940-35,Dual specificity phosphatase 28,DUS28,Q4G0W2,DUSP28
9941-70,Protocadherin beta-1,PCDB1,Q9Y5F3,PCDHB1
9942-2,NTF2-related export protein 1,NXT1,Q9UKK6,NXT1
9945-8,Armadillo repeat-containing protein 5:Armadillo Repeat Domain 2,ARMC5:ARM 2,Q96C12,ARMC5
9947-22,DNA topoisomerase 2-binding protein 1,TOPB1,Q92547,TOPBP1
9950-229,Lymphocyte activation gene 3 protein,LAG-3,P18627,LAG3
9951-36,F-box/LRR-repeat protein 4:Leucine-rich repeats 2 and 3,FBXL4:LRR2 and LRR3,Q9UKA2,FBXL4
9952-57,"Transcription factor A, mitochondrial",TFAM,Q00059,TFAM
9954-2,Nuclear pore complex-interacting protein family member B3,NPPL3,Q92617,NPIPB3
9955-40,RING finger protein 148:region 2,RN148:region 2,Q8N7C7,RNF148
9956-7,Disintegrin and metalloproteinase domain-containing protein 15:Cytoplasmic domain,ADA15:CD,Q13444,ADAM15
9957-9,E3 ubiquitin-protein ligase RNF114,RN114,Q9Y508,RNF114
9959-60,Transmembrane protein 59-like,TM59L,Q9UK28,TMEM59L
9960-2,TBC1 domain family member 5,TBCD5,Q92609,TBC1D5
9962-1,Cadherin-related family member 5,MUCDL,Q9HBB8,CDHR5
9963-19,Protocadherin beta-10,PCDBA,Q9UN67,PCDHB10
9964-10,Myocardial zonula adherens protein,MYZAP,P0CAP1,MYZAP
9969-8,Solute carrier family 22 member 16,S22AG,Q86VW1,SLC22A16
