Protein,DECODE_exposure,DCODE_seqid,uniprot,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID
ACRV1,ACRV1_10507_166,SeqId.10507-166,P26436,sperm protein 10,Acrosomal protein SP-10,ACRV1,SomaScan v4,127,ACRV1,acrosomal vesicle protein 1,102525,ENSG00000134940,56
ACRV1,ACRV1_15301_24,SeqId.15301-24,P26436,sperm protein 10,Acrosomal protein SP-10,ACRV1,SomaScan v4,127,ACRV1,acrosomal vesicle protein 1,102525,ENSG00000134940,56
ACTN2,ACTN2_9844_138,SeqId.9844-138,P35609,ACTN2,Alpha-actinin-2,ACTN2,SomaScan v4,164,ACTN2,actinin alpha 2,102573,ENSG00000077522,88
ACVR1B,ACVR1B_2806_49,SeqId.2806-49,P36896,Activin RIB,Activin receptor type-1B,ACVR1B,SomaScan v4,172,ACVR1B,activin A receptor type 1B,601300,ENSG00000135503,91
ACVR2A,ACVR2A_19208_8,SeqId.19208-8,P27037,Activin RIIA,Activin receptor type-2A,ACVR2A,SomaScan v4,173,ACVR2A,activin A receptor type 2A,102581,ENSG00000121989,92
ACVR2B,ACVR2B_9412_52,SeqId.9412-52,Q13705,Activin RIIB,Activin receptor type-2B,ACVR2B,SomaScan v4,174,ACVR2B,activin A receptor type 2B,602730,ENSG00000114739,93
ADAM10,ADAM10_8405_108,SeqId.8405-108,O14672,ADAM 10,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,SomaScan v4,188,ADAM10,ADAM metallopeptidase domain 10,602192,ENSG00000137845,102
ADAM10,ADAM10_8654_13,SeqId.8654-13,O14672,ADAM 10,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,SomaScan v4,188,ADAM10,ADAM metallopeptidase domain 10,602192,ENSG00000137845,102
ADAM11,ADAM11_6586_19,SeqId.6586-19,O75078,ADA11,Disintegrin and metalloproteinase domain-containing protein 11,ADAM11,SomaScan v4,189,ADAM11,ADAM metallopeptidase domain 11,155120,ENSG00000073670,4185
ADAM12,ADAM12_4420_7,SeqId.4420-7,O43184,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,ADAM12,SomaScan v4,190,ADAM12,ADAM metallopeptidase domain 12,602714,ENSG00000148848,8038
ADAM15,ADAM15_15455_40,SeqId.15455-40,Q13444,ADA15,Disintegrin and metalloproteinase domain-containing protein 15,ADAM15,SomaScan v4,193,ADAM15,ADAM metallopeptidase domain 15,605548,ENSG00000143537,8751
ADAM15,ADAM15_9956_7,SeqId.9956-7,Q13444,ADA15,Disintegrin and metalloproteinase domain-containing protein 15,ADAM15,SomaScan v4,193,ADAM15,ADAM metallopeptidase domain 15,605548,ENSG00000143537,8751
ADAM17,ADAM17_8959_61,SeqId.8959-61,P78536,ADAM 17,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,SomaScan v4,195,ADAM17,ADAM metallopeptidase domain 17,603639,ENSG00000151694,6868
ADAM29,ADAM29_13549_15,SeqId.13549-15,Q9UKF5,ADA29,Disintegrin and metalloproteinase domain-containing protein 29,ADAM29,SomaScan v4,207,ADAM29,ADAM metallopeptidase domain 29,604778,ENSG00000168594,11086
ADAM30,ADAM30_8520_8,SeqId.8520-8,Q9UKF2,ADA30,Disintegrin and metalloproteinase domain-containing protein 30,ADAM30,SomaScan v4,208,ADAM30,ADAM metallopeptidase domain 30,604779,ENSG00000134249,11085
ADAM32,ADAM32_7827_20,SeqId.7827-20,Q8TC27,ADA32,Disintegrin and metalloproteinase domain-containing protein 32,ADAM32,SomaScan v4,15479,ADAM32,ADAM metallopeptidase domain 32,618602,ENSG00000197140,203102
ADAM7,ADAM7_10753_31,SeqId.10753-31,Q9H2U9,ADAM7,Disintegrin and metalloproteinase domain-containing protein 7,ADAM7,SomaScan v4,214,ADAM7,ADAM metallopeptidase domain 7,607310,ENSG00000069206,8756
ADAMDEC1,ADAMDEC1_9115_78,SeqId.9115-78,O15204,ADEC1,ADAM DEC1,ADAMDEC1,SomaScan v4,16299,ADAMDEC1,ADAM like decysin 1,606393,ENSG00000134028,27299
ADAMTS1,ADAMTS1_3174_2,SeqId.3174-2,Q9UHI8,ATS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,ADAMTS1,SomaScan v4,217,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,605174,ENSG00000154734,9510
ADAMTS3,ADAMTS3_8845_2,SeqId.8845-2,O15072,ATS3,A disintegrin and metalloproteinase with thrombospondin motifs 3,ADAMTS3,SomaScan v4,219,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,605011,ENSG00000156140,9508
ADAMTS4,ADAMTS4_2809_25,SeqId.2809-25,O75173,ADAMTS-4,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS4,SomaScan v4,220,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,603876,ENSG00000158859,9507
ADAMTS6,ADAMTS6_6441_62,SeqId.6441-62,Q9UKP5,ATS6,A disintegrin and metalloproteinase with thrombospondin motifs 6,ADAMTS6,SomaScan v4,222,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,605008,ENSG00000049192,11174
ADCYAP1,ADCYAP1_8450_36,SeqId.8450-36,P18509,PACAP-38,Pituitary adenylate cyclase-activating polypeptide 38,ADCYAP1,SomaScan v4,241,ADCYAP1,adenylate cyclase activating polypeptide 1,102980,ENSG00000141433,116
ADH1A,ADH1A_17396_23,SeqId.17396-23,P07327,ADH1A,Alcohol dehydrogenase 1A,ADH1A,SomaScan v4,249,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",103700,ENSG00000187758,124
ADI1,ADI1_12457_10,SeqId.12457-10,Q9BV57,MTND,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,SomaScan v4,30576,ADI1,acireductone dioxygenase 1,613400,ENSG00000182551,55256
MAFG,MAFG_19281_86,SeqId.19281-86,O15525,MAFG,Transcription factor MafG,MAFG,SomaScan v4,6781,MAFG,MAF bZIP transcription factor G,602020,ENSG00000197063,4097
MAGEA10,MAGEA10_13610_9,SeqId.13610-9,P43363,MAGE-10,Melanoma-associated antigen 10,MAGEA10,SomaScan v4,6797,MAGEA10,MAGE family member A10,300343,ENSG00000124260,4109
MAGEA3,MAGEA3_12576_21,SeqId.12576-21,P43357,MAGE-3,Melanoma-associated antigen 3,MAGEA3,SomaScan v4,6801,MAGEA3,MAGE family member A3,300174,ENSG00000221867,4102
MAGEA6,MAGEA6_18205_123,SeqId.18205-123,P43360,MAGE-6,Melanoma-associated antigen 6,MAGEA6,SomaScan v4,6804,MAGEA6,MAGE family member A6,300176,ENSG00000197172,4105
MAGEA8,MAGEA8_18326_50,SeqId.18326-50,P43361,MAGA8,Melanoma-associated antigen 8,MAGEA8,SomaScan v4,6806,MAGEA8,MAGE family member A8,300341,ENSG00000156009,4107
MAGEB10,MAGEB10_11456_2,SeqId.11456-2,Q96LZ2,MAGBA,Melanoma-associated antigen B10,MAGEB10,SomaScan v4,25377,MAGEB10,MAGE family member B10,300761,ENSG00000177689,139422
MAGOHB,MAGOHB_16875_13,SeqId.16875-13,Q96A72,MGN2,Protein mago nashi homolog 2,MAGOHB,SomaScan v4,25504,MAGOHB,"mago homolog B, exon junction complex subunit",619552,ENSG00000111196,55110
MAMDC2,MAMDC2_6119_14,SeqId.6119-14,Q7Z304,MAMC2,MAM domain-containing protein 2,MAMDC2,SomaScan v4,23673,MAMDC2,MAM domain containing 2,612879,ENSG00000165072,256691
MAN1B1,MAN1B1_7071_23,SeqId.7071-23,Q9UKM7,MA1B1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",MAN1B1,SomaScan v4,6823,MAN1B1,mannosidase alpha class 1B member 1,604346,ENSG00000177239,11253
MAP1LC3B,MAP1LC3B_11608_5,SeqId.11608-5,Q9GZQ8,MLP3B,Microtubule-associated proteins 1A/1B light chain 3B,MAP1LC3B,SomaScan v4,13352,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,609604,ENSG00000140941,81631
MAP2K2,MAP2K2_3628_3,SeqId.3628-3,P36507,MP2K2,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,SomaScan v4,6842,MAP2K2,mitogen-activated protein kinase kinase 2,601263,ENSG00000126934,5605
MAP2K4,MAP2K4_5242_37,SeqId.5242-37,P45985,MP2K4,Dual specificity mitogen-activated protein kinase kinase 4,MAP2K4,SomaScan v4,6844,MAP2K4,mitogen-activated protein kinase kinase 4,601335,ENSG00000065559,6416
MAP2K6,MAP2K6_17175_5,SeqId.17175-5,P52564,MP2K6,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6,SomaScan v4,6846,MAP2K6,mitogen-activated protein kinase kinase 6,601254,ENSG00000108984,5608
MAP4K1,MAP4K1_8954_30,SeqId.8954-30,Q92918,M4K1,Mitogen-activated protein kinase kinase kinase kinase 1,MAP4K1,SomaScan v4,6863,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,601983,ENSG00000104814,11184
MAP4K3,MAP4K3_8978_30,SeqId.8978-30,Q8IVH8,M4K3,Mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3,SomaScan v4,6865,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3,604921,ENSG00000011566,8491
MAPK1,MAPK1_3115_64,SeqId.3115-64,P28482,MK01,Mitogen-activated protein kinase 1,MAPK1,SomaScan v4,6871,MAPK1,mitogen-activated protein kinase 1,176948,ENSG00000100030,5594
MAPK10,MAPK10_15418_25,SeqId.15418-25,P53779,MK10,Mitogen-activated protein kinase 10,MAPK10,SomaScan v4,6872,MAPK10,mitogen-activated protein kinase 10,602897,ENSG00000109339,5602
MAPK14,MAPK14_5007_1,SeqId.5007-1,Q16539,MAPK14,Mitogen-activated protein kinase 14,MAPK14,SomaScan v4,6876,MAPK14,mitogen-activated protein kinase 14,600289,ENSG00000112062,1432
MAPKAPK3,MAPKAPK3_3822_54,SeqId.3822-54,Q16644,MAPKAPK3,MAP kinase-activated protein kinase 3,MAPKAPK3,SomaScan v4,6888,MAPKAPK3,MAPK activated protein kinase 3,602130,ENSG00000114738,7867
MAPKAPK5,MAPKAPK5_3821_28,SeqId.3821-28,Q8IW41,MAPK5,MAP kinase-activated protein kinase 5,MAPKAPK5,SomaScan v4,6889,MAPKAPK5,MAPK activated protein kinase 5,606723,ENSG00000089022,8550
MAPKAPK5,MAPKAPK5_8382_47,SeqId.8382-47,Q8IW41,MAPK5,MAP kinase-activated protein kinase 5,MAPKAPK5,SomaScan v4,6889,MAPKAPK5,MAPK activated protein kinase 5,606723,ENSG00000089022,8550
MAPRE3,MAPRE3_16885_49,SeqId.16885-49,Q9UPY8,MARE3,Microtubule-associated protein RP/EB family member 3,MAPRE3,SomaScan v4,6892,MAPRE3,microtubule associated protein RP/EB family member 3,605788,ENSG00000084764,22924
MAPT,MAPT_5854_60,SeqId.5854-60,P10636,tau,Microtubule-associated protein tau,MAPT,SomaScan v4,6893,MAPT,microtubule associated protein tau,157140,ENSG00000186868,4137
MARCKSL1,MARCKSL1_19175_18,SeqId.19175-18,P49006,MARCKSL1,MARCKS-related protein,MARCKSL1,SomaScan v4,7142,MARCKSL1,MARCKS like 1,602940,ENSG00000175130,65108
MARCO,MARCO_9003_99,SeqId.9003-99,Q9UEW3,MARCO,Macrophage receptor MARCO,MARCO,SomaScan v4,6895,MARCO,macrophage receptor with collagenous structure,604870,ENSG00000019169,8685
MASP1,MASP1_9125_23,SeqId.9125-23,P48740,MASP3,Mannan-binding lectin serine protease 1,MASP1,SomaScan v4,6901,MASP1,MBL associated serine protease 1,600521,ENSG00000127241,5648
MAT2B,MAT2B_18392_19,SeqId.18392-19,Q9NZL9,MAT2B,Methionine adenosyltransferase 2 subunit beta,MAT2B,SomaScan v4,6905,MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit,605527,ENSG00000038274,27430
MATK,MATK_3823_9,SeqId.3823-9,P42679,MATK,Megakaryocyte-associated tyrosine-protein kinase,MATK,SomaScan v4,6906,MATK,megakaryocyte-associated tyrosine kinase,600038,ENSG00000007264,4145
MAZ,MAZ_13436_54,SeqId.13436-54,P56270,MAZ,Myc-associated zinc finger protein,MAZ,SomaScan v4,6914,MAZ,MYC associated zinc finger protein,600999,ENSG00000103495,4150
MB,MB_3042_7,SeqId.3042-7,P02144,Myoglobin,Myoglobin,MB,SomaScan v4,6915,MB,myoglobin,160000,ENSG00000198125,4151
MBD1,MBD1_14294_61,SeqId.14294-61,Q9UIS9,MBD1,Methyl-CpG-binding domain protein 1,MBD1,SomaScan v4,6916,MBD1,methyl-CpG binding domain protein 1,156535,ENSG00000141644,4152
MBTPS1,MBTPS1_7240_2,SeqId.7240-2,Q14703,MBTP1,Membrane-bound transcription factor site-1 protease,MBTPS1,SomaScan v4,15456,MBTPS1,"membrane bound transcription factor peptidase, site 1",603355,ENSG00000140943,8720
MCCD1,MCCD1_8032_23,SeqId.8032-23,P59942,MCCD1,Mitochondrial coiled-coil domain protein 1,MCCD1,SomaScan v4,20668,MCCD1,mitochondrial coiled-coil domain 1,609624,ENSG00000204511,401250
MCM6,MCM6_9897_9,SeqId.9897-9,Q14566,MCM6,DNA replication licensing factor MCM6,MCM6,SomaScan v4,6949,MCM6,minichromosome maintenance complex component 6,601806,ENSG00000076003,4175
MCTS1,MCTS1_12488_9,SeqId.12488-9,Q9ULC4,MCTS1,Malignant T-cell-amplified sequence 1,MCTS1,SomaScan v4,23357,MCTS1,MCTS1 re-initiation and release factor,300587,ENSG00000232119,28985
MDM1,MDM1_7898_29,SeqId.7898-29,Q8TC05,MDM1,Nuclear protein MDM1,MDM1,SomaScan v4,29917,MDM1,Mdm1 nuclear protein,613813,ENSG00000111554,56890
MDM2,MDM2_13228_75,SeqId.13228-75,Q00987,MDM2,E3 ubiquitin-protein ligase Mdm2,MDM2,SomaScan v4,6973,MDM2,MDM2 proto-oncogene,164785,ENSG00000135679,4193
MDM4,MDM4_13229_20,SeqId.13229-20,O15151,MDM4,Protein Mdm4,MDM4,SomaScan v4,6974,MDM4,MDM4 regulator of p53,602704,ENSG00000198625,4194
MECP2,MECP2_19108_50,SeqId.19108-50,P51608,MECP2,Methyl-CpG-binding protein 2,MECP2,SomaScan v4,6990,MECP2,methyl-CpG binding protein 2,300005,ENSG00000169057,4204
MED4,MED4_14021_81,SeqId.14021-81,Q9NPJ6,MED4,Mediator of RNA polymerase II transcription subunit 4,MED4,SomaScan v4,17903,MED4,mediator complex subunit 4,605718,ENSG00000136146,29079
MEF2C,MEF2C_8933_84,SeqId.8933-84,Q06413,MEF2C,Myocyte-specific enhancer factor 2C,MEF2C,SomaScan v4,6996,MEF2C,myocyte enhancer factor 2C,600662,ENSG00000081189,4208
MEGF10,MEGF10_11168_3,SeqId.11168-3,Q96KG7,MEG10,Multiple epidermal growth factor-like domains protein 10,MEGF10,SomaScan v4,29634,MEGF10,multiple EGF like domains 10,612453,ENSG00000145794,84466
MEMO1,MEMO1_19110_6,SeqId.19110-6,Q9Y316,MEMO1,Protein MEMO1,MEMO1,SomaScan v4,14014,MEMO1,mediator of cell motility 1,611786,ENSG00000162959,51072
MEOX2,MEOX2_18259_15,SeqId.18259-15,P50222,MEOX2,Homeobox protein MOX-2,MEOX2,SomaScan v4,7014,MEOX2,mesenchyme homeobox 2,600535,ENSG00000106511,4223
METAP2,METAP2_3170_6,SeqId.3170-6,P50579,AMPM2,Methionine aminopeptidase 2,METAP2,SomaScan v4,16672,METAP2,methionyl aminopeptidase 2,601870,ENSG00000111142,10988
METTL1,METTL1_12514_16,SeqId.12514-16,Q9UBP6,METTL1,tRNA (guanine-N(7)-)-methyltransferase,METTL1,SomaScan v4,7030,METTL1,"methyltransferase 1, tRNA methylguanosine",604466,ENSG00000037897,4234
MFAP1,MFAP1_5606_24,SeqId.5606-24,P55081,MFAP1,Microfibrillar-associated protein 1,MFAP1,SomaScan v4,7032,MFAP1,microfibril associated protein 1,600215,ENSG00000140259,4236
IFNL1,IFNL1_4396_54,SeqId.4396-54,Q8IU54,IFN-lambda 1,Interferon lambda-1,IFNL1,SomaScan v4,18363,IFNL1,interferon lambda 1,607403,ENSG00000182393,282618
IFNL2,IFNL2_4397_26,SeqId.4397-26,Q8IZJ0,IFN-lambda 2,Interferon lambda-2,IFNL2,SomaScan v4,18364,IFNL2,interferon lambda 2,607401,ENSG00000183709,282616
IGDCC3,IGDCC3_11952_1,SeqId.11952-1,Q8IVU1,IGDC3,Immunoglobulin superfamily DCC subclass member 3,IGDCC3,SomaScan v4,9700,IGDCC3,immunoglobulin superfamily DCC subclass member 3,604184,ENSG00000174498,9543
IGDCC3,IGDCC3_7118_24,SeqId.7118-24,Q8IVU1,IGDC3,Immunoglobulin superfamily DCC subclass member 3,IGDCC3,SomaScan v4,9700,IGDCC3,immunoglobulin superfamily DCC subclass member 3,604184,ENSG00000174498,9543
IGF1,IGF1_2952_75,SeqId.2952-75,P05019,IGF-I,Insulin-like growth factor I,IGF1,SomaScan v4,5464,IGF1,insulin like growth factor 1,147440,ENSG00000017427,3479
IGF1,IGF1_8406_17,SeqId.8406-17,P05019,IGF-I,Insulin-like growth factor I,IGF1,SomaScan v4,5464,IGF1,insulin like growth factor 1,147440,ENSG00000017427,3479
IGF2,IGF2_15295_81,SeqId.15295-81,P01344,IGF-II,Insulin-like growth factor II,IGF2,SomaScan v4,5466,IGF2,insulin like growth factor 2,147470,ENSG00000167244,3481
IGFBPL1,IGFBPL1_7815_49,SeqId.7815-49,Q8WX77,IBPL1,Insulin-like growth factor-binding protein-like 1,IGFBPL1,SomaScan v4,20081,IGFBPL1,insulin like growth factor binding protein like 1,610413,ENSG00000137142,347252
IGFL3,IGFL3_6961_14,SeqId.6961-14,Q6UXB1,IGFL3,Insulin growth factor-like family member 3,IGFL3,SomaScan v4,32930,IGFL3,IGF like family member 3,610546,ENSG00000188624,388555
IGHG2,IGHG2_13230_174,SeqId.13230-174,P01859,"IgG2, Kappa","Ig gamma-2, Kappa",IGHG2,SomaScan v4,5526,IGHG2,immunoglobulin heavy constant gamma 2 (G2m marker),147110,ENSG00000211893,3501
IGHG4,IGHG4_13231_90,SeqId.13231-90,P01861,"IgG4, Kappa","Ig gamma-4, Kappa",IGHG4,SomaScan v4,5528,IGHG4,immunoglobulin heavy constant gamma 4 (G4m marker),147130,ENSG00000211892,3503
IGSF11,IGSF11_10700_10,SeqId.10700-10,Q5DX21,IGS11,Immunoglobulin superfamily member 11,IGSF11,SomaScan v4,16669,IGSF11,immunoglobulin superfamily member 11,608351,ENSG00000144847,152404
IGSF9B,IGSF9B_9060_27,SeqId.9060-27,Q9UPX0,TUTLB,Protein turtle homolog B,IGSF9B,SomaScan v4,32326,IGSF9B,immunoglobulin superfamily member 9B,613773,ENSG00000080854,22997
IK,IK_7207_4,SeqId.7207-4,Q13123,RED,Protein Red,IK,SomaScan v4,5958,IK,IK cytokine,600549,ENSG00000113141,3550
IL10,IL10_2773_50,SeqId.2773-50,P22301,IL-10,Interleukin-10,IL10,SomaScan v4,5962,IL10,interleukin 10,124092,ENSG00000136634,3586
IL10RA,IL10RA_10344_334,SeqId.10344-334,Q13651,IL-10 Ra,Interleukin-10 receptor subunit alpha,IL10RA,SomaScan v4,5964,IL10RA,interleukin 10 receptor subunit alpha,146933,ENSG00000110324,3587
IL10RA,IL10RA_8104_21,SeqId.8104-21,Q13651,IL-10 Ra,Interleukin-10 receptor subunit alpha,IL10RA,SomaScan v4,5964,IL10RA,interleukin 10 receptor subunit alpha,146933,ENSG00000110324,3587
IL11,IL11_4493_92,SeqId.4493-92,P20809,IL-11,Interleukin-11,IL11,SomaScan v4,5966,IL11,interleukin 11,147681,ENSG00000095752,3589
IL12B,IL12B_13733_5,SeqId.13733-5,P29460,IL-12 p40,Interleukin-12 subunit beta,IL12B,SomaScan v4,5970,IL12B,interleukin 12B,161561,ENSG00000113302,3593
IL12RB2,IL12RB2_3815_14,SeqId.3815-14,Q99665,IL-12 RB2,Interleukin-12 receptor subunit beta-2,IL12RB2,SomaScan v4,5972,IL12RB2,interleukin 12 receptor subunit beta 2,601642,ENSG00000081985,3595
IL13,IL13_3072_4,SeqId.3072-4,P35225,IL-13,Interleukin-13,IL13,SomaScan v4,5973,IL13,interleukin 13,147683,ENSG00000169194,3596
IL15,IL15_19568_17,SeqId.19568-17,P40933,IL-15,Interleukin-15,IL15,SomaScan v4,5977,IL15,interleukin 15,600554,ENSG00000164136,3600
IL17A,IL17A_9170_24,SeqId.9170-24,Q16552,IL-17,Interleukin-17A,IL17A,SomaScan v4,5981,IL17A,interleukin 17A,603149,ENSG00000112115,3605
IL17C,IL17C_9255_5,SeqId.9255-5,Q9P0M4,IL-17C,Interleukin-17C,IL17C,SomaScan v4,5983,IL17C,interleukin 17C,604628,ENSG00000124391,27189
IL17D,IL17D_4136_40,SeqId.4136-40,Q8TAD2,IL-17D,Interleukin-17D,IL17D,SomaScan v4,5984,IL17D,interleukin 17D,607587,ENSG00000172458,53342
IL17F,IL17F_14026_24,SeqId.14026-24,Q96PD4,IL-17F,Interleukin-17F,IL17F,SomaScan v4,16404,IL17F,interleukin 17F,606496,ENSG00000112116,112744
IL17RB,IL17RB_6262_14,SeqId.6262-14,Q9NRM6,IL-17B R,Interleukin-17 receptor B,IL17RB,SomaScan v4,18015,IL17RB,interleukin 17 receptor B,605458,ENSG00000056736,55540
IL17RC,IL17RC_5468_67,SeqId.5468-67,Q8NAC3,IL-17 RC,Interleukin-17 receptor C,IL17RC,SomaScan v4,18358,IL17RC,interleukin 17 receptor C,610925,ENSG00000163702,84818
IL18,IL18_5661_15,SeqId.5661-15,Q14116,IL-18,Interleukin-18,IL18,SomaScan v4,5986,IL18,interleukin 18,600953,ENSG00000150782,3606
IL18BP,IL18BP_3073_51,SeqId.3073-51,O95998,IL-18 BPa,Interleukin-18-binding protein,IL18BP,SomaScan v4,5987,IL18BP,interleukin 18 binding protein,604113,ENSG00000137496,10068
IL18RAP,IL18RAP_2993_1,SeqId.2993-1,O95256,IL-18 Rb,Interleukin-18 receptor accessory protein,IL18RAP,SomaScan v4,5989,IL18RAP,interleukin 18 receptor accessory protein,604509,ENSG00000115607,8807
IL19,IL19_3035_80,SeqId.3035-80,Q9UHD0,IL-19,Interleukin-19,IL19,SomaScan v4,5990,IL19,interleukin 19,605687,ENSG00000142224,29949
IL1A,IL1A_4851_25,SeqId.4851-25,P01583,IL-1a,Interleukin-1 alpha,IL1A,SomaScan v4,5991,IL1A,interleukin 1 alpha,147760,ENSG00000115008,3552
IL1B,IL1B_3037_62,SeqId.3037-62,P01584,IL-1b,Interleukin-1 beta,IL1B,SomaScan v4,5992,IL1B,interleukin 1 beta,147720,ENSG00000125538,3553
IL1F10,IL1F10_17356_34,SeqId.17356-34,Q8WWZ1,IL1FA,Interleukin-1 family member 10,IL1F10,SomaScan v4,15552,IL1F10,interleukin 1 family member 10,615296,ENSG00000136697,84639
IL1RAPL2,IL1RAPL2_5082_51,SeqId.5082-51,Q9NP60,IL-1 sR9,X-linked interleukin-1 receptor accessory protein-like 2,IL1RAPL2,SomaScan v4,5997,IL1RAPL2,interleukin 1 receptor accessory protein like 2,300277,ENSG00000189108,26280
IL2,IL2_3070_1,SeqId.3070-1,P60568,IL-2,Interleukin-2,IL2,SomaScan v4,6001,IL2,interleukin 2,147680,ENSG00000109471,3558
IL20,IL20_4138_25,SeqId.4138-25,Q9NYY1,IL-20,Interleukin-20,IL20,SomaScan v4,6002,IL20,interleukin 20,605619,ENSG00000162891,50604
IL20RB,IL20RB_13435_31,SeqId.13435-31,Q6UXL0,IL-20 Rb,Interleukin-20 receptor subunit beta,IL20RB,SomaScan v4,6004,IL20RB,interleukin 20 receptor subunit beta,605621,ENSG00000174564,53833
IL21,IL21_7124_18,SeqId.7124-18,Q9HBE4,IL-21,Interleukin-21,IL21,SomaScan v4,6005,IL21,interleukin 21,605384,ENSG00000138684,59067
IL21R,IL21R_9366_54,SeqId.9366-54,Q9HBE5,IL-21 sR,Interleukin-21 receptor,IL21R,SomaScan v4,6006,IL21R,interleukin 21 receptor,605383,ENSG00000103522,50615
IL22RA1,IL22RA1_3620_67,SeqId.3620-67,Q8N6P7,IL22RA1,Interleukin-22 receptor subunit alpha-1,IL22RA1,SomaScan v4,13700,IL22RA1,interleukin 22 receptor subunit alpha 1,605457,ENSG00000142677,58985
IL23R,IL23R_5088_175,SeqId.5088-175,Q5VWK5,IL-23 R,Interleukin-23 receptor,IL23R,SomaScan v4,19100,IL23R,interleukin 23 receptor,607562,ENSG00000162594,149233
IL24,IL24_3321_2,SeqId.3321-2,Q13007,IL24,Interleukin-24,IL24,SomaScan v4,11346,IL24,interleukin 24,604136,ENSG00000162892,11009
IL25,IL25_4137_57,SeqId.4137-57,Q9H293,IL-17E,Interleukin-25,IL25,SomaScan v4,13765,IL25,interleukin 25,605658,ENSG00000166090,64806
IL26,IL26_16760_2,SeqId.16760-2,Q9NPH9,IL-26,Interleukin-26,IL26,SomaScan v4,17119,IL26,interleukin 26,605679,ENSG00000111536,55801
IL2RG,IL2RG_2634_2,SeqId.2634-2,P31785,IL-2 sRg,Cytokine receptor common subunit gamma,IL2RG,SomaScan v4,6010,IL2RG,interleukin 2 receptor subunit gamma,308380,ENSG00000147168,3561
IL3,IL3_4717_55,SeqId.4717-55,P08700,IL-3,Interleukin-3,IL3,SomaScan v4,6011,IL3,interleukin 3,147740,ENSG00000164399,3562
IL31,IL31_10455_196,SeqId.10455-196,Q6EBC2,IL-31,Interleukin-31,IL31,SomaScan v4,19372,IL31,interleukin 31,609509,ENSG00000204671,386653
IL31RA,IL31RA_8273_84,SeqId.8273-84,Q8NI17,IL31R,Interleukin-31 receptor subunit alpha,IL31RA,SomaScan v4,18969,IL31RA,interleukin 31 receptor A,609510,ENSG00000164509,133396
IL32,IL32_9051_13,SeqId.9051-13,P24001,IL32,Interleukin-32,IL32,SomaScan v4,16830,IL32,interleukin 32,606001,ENSG00000008517,9235
IL34,IL34_4556_10,SeqId.4556-10,Q6ZMJ4,IL-34,Interleukin-34,IL34,SomaScan v4,28529,IL34,interleukin 34,612081,ENSG00000157368,146433
GNS,GNS_3616_3,SeqId.3616-3,P15586,GNS,N-acetylglucosamine-6-sulfatase,GNS,SomaScan v4,4422,GNS,glucosamine (N-acetyl)-6-sulfatase,607664,ENSG00000135677,2799
GORAB,GORAB_7247_1,SeqId.7247-1,Q5T7V8,GORAB,RAB6-interacting golgin,GORAB,SomaScan v4,25676,GORAB,"golgin, RAB6 interacting",607983,ENSG00000120370,92344
GOSR1,GOSR1_7805_52,SeqId.7805-52,O95249,GOS-28,Golgi SNAP receptor complex member 1,GOSR1,SomaScan v4,4430,GOSR1,golgi SNAP receptor complex member 1,604026,ENSG00000108587,9527
GOSR2,GOSR2_10426_21,SeqId.10426-21,O14653,GOSR2,Golgi SNAP receptor complex member 2,GOSR2,SomaScan v4,4431,GOSR2,golgi SNAP receptor complex member 2,604027,ENSG00000108433,9570
GOT1,GOT1_4912_17,SeqId.4912-17,P17174,GOT1,"Aspartate aminotransferase, cytoplasmic",GOT1,SomaScan v4,4432,GOT1,glutamic-oxaloacetic transaminase 1,138180,ENSG00000120053,2805
GP6,GP6_3194_36,SeqId.3194-36,Q9HCN6,GPVI,Platelet glycoprotein VI,GP6,SomaScan v4,14388,GP6,glycoprotein VI platelet,605546,ENSG00000088053,51206
GPC2,GPC2_3315_15,SeqId.3315-15,Q8N158,GPC2,Glypican-2,GPC2,SomaScan v4,4450,GPC2,glypican 2,618446,ENSG00000213420,221914
