Protein,UKBB_PPP_exposure,uniprot,UKBB_PPP_HGNC,UKBB_PPP_Approved symbol,UKBB_PPP_OMIM_Gene_ID,UKBB_PPP_Ensembl_gene_ID,UKBB_PPP_NCBI_Gene_ID,UKBB_PPP_oid,UKBB_PPP_target_full_name,UKBB_PPP_platform,UKBB_PPP_panel
HSPB6,HSPB6:O14558:Oncology,O14558,26511,HSPB6,610695,ENSG00000004776,126393,OID21408,Heat shock protein beta-6,Olink Explore,Oncology_v1
PM20D1,PM20D1:Q6GTS8:Cardiometabolic,Q6GTS8,26518,PM20D1,617124,ENSG00000162877,148811,OID20149,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,Olink Explore,Cardiometabolic_v1
PRRT3,PRRT3:Q5FWE3:Cardiometabolic_II,Q5FWE3,26591,PRRT3,619993,ENSG00000163704,285368,OID30276,Proline-rich transmembrane protein 3,Olink Explore,Cardiometabolic_v1
SSC5D,SSC5D:A1L4H1:Cardiometabolic,A1L4H1,26641,SSC5D,618194,ENSG00000179954,284297,OID20351,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Olink Explore,Cardiometabolic_v1
MYOM3,MYOM3:Q5VTT5:Inflammation_II,Q5VTT5,26679,MYOM3,616832,ENSG00000142661,127294,OID30633,Myomesin-3,Olink Explore,Inflammation_v1
DAND5,DAND5:Q8N907:Inflammation_II,Q8N907,26780,DAND5,609068,ENSG00000179284,199699,OID30420,DAN domain family member 5,Olink Explore,Inflammation_v1
C2orf69,C2orf69:Q8N8R5:Neurology_II,Q8N8R5,26799,C2orf69,619219,ENSG00000178074,205327,OID30883,UPF0565 protein C2orf69,Olink Explore,Neurology_v1
EGFLAM,EGFLAM:Q63HQ2:Oncology_II,Q63HQ2,26810,EGFLAM,617683,ENSG00000164318,133584,OID31496,Pikachurin,Olink Explore,Oncology_v1
TIGIT,TIGIT:Q495A1:Oncology_II,Q495A1,26838,TIGIT,612859,ENSG00000181847,201633,OID31320,T-cell immunoreceptor with Ig and ITIM domains,Olink Explore,Oncology_v1
RGMB,RGMB:Q6NW40:Neurology,Q6NW40,26896,RGMB,612687,ENSG00000174136,285704,OID21045,RGM domain family member B,Olink Explore,Neurology_v1
TRIAP1,TRIAP1:O43715:Oncology,O43715,26937,TRIAP1,614943,ENSG00000170855,51499,OID21403,TP53-regulated inhibitor of apoptosis 1,Olink Explore,Oncology_v1
CWC15,CWC15:Q9P013:Oncology_II,Q9P013,26939,CWC15,0,ENSG00000150316,51503,OID31479,Spliceosome-associated protein CWC15 homolog,Olink Explore,Oncology_v1
LYSMD3,LYSMD3:Q7Z3D4:Neurology_II,Q7Z3D4,26969,LYSMD3,0,ENSG00000176018,116068,OID30950,LysM and putative peptidoglycan-binding domain-containing protein 3,Olink Explore,Neurology_v1
CPXM2,CPXM2:Q8N436:Cardiometabolic_II,Q8N436,26977,CPXM2,617348,ENSG00000121898,119587,OID30322,Inactive carboxypeptidase-like protein X2,Olink Explore,Cardiometabolic_v1
LRRC38,LRRC38:Q5VT99:Neurology_II,Q5VT99,27005,LRRC38,615212,ENSG00000162494,126755,OID30924,Leucine-rich repeat-containing protein 38,Olink Explore,Neurology_v1
DNAJC21,DNAJC21:Q5F1R6:Neurology_II,Q5F1R6,27030,DNAJC21,617048,ENSG00000168724,134218,OID31104,DnaJ homolog subfamily C member 21,Olink Explore,Neurology_v1
RBFOX3,RBFOX3:A6NFN3:Neurology_II,A6NFN3,27097,RBFOX3,616999,ENSG00000167281,146713,OID30984,RNA binding protein fox-1 homolog 3,Olink Explore,Neurology_v1
VSIG10L,VSIG10L:Q86VR7:Cardiometabolic_II,Q86VR7,27111,VSIG10L,617740,ENSG00000186806,147645,OID30189,V-set and immunoglobulin domain-containing protein 10-like,Olink Explore,Cardiometabolic_v1
MCEMP1,MCEMP1:Q8IX19:Inflammation_II,Q8IX19,27291,MCEMP1,609565,ENSG00000183019,199675,OID30501,Mast cell-expressed membrane protein 1,Olink Explore,Inflammation_v1
HEPACAM2,HEPACAM2:A8MVW5:Neurology_II,A8MVW5,27364,HEPACAM2,614133,ENSG00000188175,253012,OID31151,HEPACAM family member 2,Olink Explore,Neurology_v1
MILR1,MILR1:Q7Z6M3:Inflammation,Q7Z6M3,27570,MILR1,0,ENSG00000271605,284021,OID20482,Allergin-1,Olink Explore,Inflammation_v1
HCG22,HCG22:E2RYF7:Cardiometabolic_II,E2RYF7,27780,HCG22,613918,ENSG00000228789,285834,OID30088,Protein PBMUCL2,Olink Explore,Cardiometabolic_v1
PAXX,PAXX:Q9BUH6:Inflammation_II,Q9BUH6,27849,PAXX,616315,ENSG00000148362,286257,OID30591,Protein PAXX,Olink Explore,Inflammation_v1
ADAMTSL5,ADAMTSL5:Q6ZMM2:Cardiometabolic_II,Q6ZMM2,27912,ADAMTSL5,0,ENSG00000185761,339366,OID30355,ADAMTS-like protein 5,Olink Explore,Cardiometabolic_v1
GSAP,GSAP:A4D1B5:Oncology,A4D1B5,28042,GSAP,613552,ENSG00000186088,54103,OID21173,Gamma-secretase-activating protein,Olink Explore,Oncology_v1
CIAPIN1,CIAPIN1:Q6FI81:Oncology,Q6FI81,28050,CIAPIN1,608943,ENSG00000005194,57019,OID21501,Anamorsin,Olink Explore,Oncology_v1
PPCDC,PPCDC:Q96CD2:Neurology,Q96CD2,28107,PPCDC,609854,ENSG00000138621,60490,OID21027,Phosphopantothenoylcysteine decarboxylase,Olink Explore,Neurology_v1
CPTP,CPTP:Q5TA50:Cardiometabolic_II,Q5TA50,28116,CPTP,615467,ENSG00000224051,80772,OID30106,Ceramide-1-phosphate transfer protein,Olink Explore,Cardiometabolic_v1
CRELD2,CRELD2:Q6UXH1:Inflammation,Q6UXH1,28150,CRELD2,607171,ENSG00000184164,79174,OID20751,Protein disulfide isomerase CRELD2,Olink Explore,Inflammation_v1
EFCAB2,EFCAB2:Q5VUJ9:Oncology_II,Q5VUJ9,28166,EFCAB2,619617,ENSG00000203666,84288,OID31313,Dynein regulatory complex protein 8,Olink Explore,Oncology_v1
CHCHD6,CHCHD6:Q9BRQ6:Oncology_II,Q9BRQ6,28184,CHCHD6,615634,ENSG00000159685,84303,OID31426,MICOS complex subunit MIC25,Olink Explore,Oncology_v1
ABHD14B,ABHD14B:Q96IU4:Neurology,Q96IU4,28235,ABHD14B,0,ENSG00000114779,84836,OID20921,Protein ABHD14B,Olink Explore,Neurology_v1
IGSF21,IGSF21:Q96ID5:Cardiometabolic_II,Q96ID5,28246,IGSF21,0,ENSG00000117154,84966,OID30210,Immunoglobulin superfamily member 21,Olink Explore,Cardiometabolic_v1
PHYKPL,PHYKPL:Q8IUZ5:Inflammation_II,Q8IUZ5,28249,PHYKPL,614683,ENSG00000175309,85007,OID30634,5-phosphohydroxy-L-lysine phospho-lyase,Olink Explore,Inflammation_v1
TMEM106A,TMEM106A:Q96A25:Oncology_II,Q96A25,28288,TMEM106A,0,ENSG00000184988,113277,OID31411,Transmembrane protein 106A,Olink Explore,Oncology_v1
ZNF830,ZNF830:Q96NB3:Oncology_II,Q96NB3,28291,ZNF830,0,ENSG00000198783,91603,OID31350,Zinc finger protein 830,Olink Explore,Oncology_v1
AARSD1,AARSD1:Q9BTE6:Oncology,Q9BTE6,28417,AARSD1,613212,ENSG00000266967,80755,OID21311,Alanyl-tRNA editing protein Aarsd1,Olink Explore,Oncology_v1
AKT1S1,AKT1S1:Q96B36:Neurology,Q96B36,28426,AKT1S1,610221,ENSG00000204673,84335,OID20895,Proline-rich AKT1 substrate 1,Olink Explore,Neurology_v1
MRI1,MRI1:Q9BV20:Neurology_II,Q9BV20,28469,MRI1,615105,ENSG00000037757,84245,OID30891,Methylthioribose-1-phosphate isomerase,Olink Explore,Neurology_v1
CEP112,CEP112:Q8N8E3:Cardiometabolic_II,Q8N8E3,28514,CEP112,618980,ENSG00000154240,201134,OID30115,Centrosomal protein of 112 kDa,Olink Explore,Cardiometabolic_v1
IL34,IL34:Q6ZMJ4:Neurology,Q6ZMJ4,28529,IL34,612081,ENSG00000157368,146433,OID20809,Interleukin-34,Olink Explore,Neurology_v1
TMCO5A,TMCO5A:Q8N6Q1:Neurology_II,Q8N6Q1,28558,TMCO5A,0,ENSG00000166069,145942,OID30940,Transmembrane and coiled-coil domain-containing protein 5A,Olink Explore,Neurology_v1
CNPY4,CNPY4:Q8N129:Oncology,Q8N129,28631,CNPY4,610047,ENSG00000166997,245812,OID21317,Protein canopy homolog 4,Olink Explore,Oncology_v1
CRACR2A,CRACR2A:Q9BSW2:Oncology,Q9BSW2,28657,CRACR2A,614178,ENSG00000130038,84766,OID21249,EF-hand calcium-binding domain-containing protein 4B,Olink Explore,Oncology_v1
SARG,SARG:Q9BW04:Cardiometabolic_II,Q9BW04,28667,C1orf116,611680,ENSG00000182795,79098,OID30331,Specifically androgen-regulated gene protein,Olink Explore,Cardiometabolic_v1
SCARA5,SCARA5:Q6ZMJ2:Neurology,Q6ZMJ2,28701,SCARA5,611306,ENSG00000168079,286133,OID21058,Scavenger receptor class A member 5,Olink Explore,Neurology_v1
PAGR1,PAGR1:Q9BTK6:Cardiometabolic_II,Q9BTK6,28707,PAGR1,612033,ENSG00000280789,79447,OID30206,PAXIP1-associated glutamate-rich protein 1,Olink Explore,Cardiometabolic_v1
C1QTNF9,C1QTNF9:P0C862:Inflammation_II,P0C862,28732,C1QTNF9,614285,ENSG00000240654,338872,OID30620,Complement C1q and tumor necrosis factor-related protein 9A,Olink Explore,Inflammation_v1
BAP18,BAP18:Q8IXM2:Neurology_II,Q8IXM2,28737,C17orf49,617215,ENSG00000258315,124944,OID31150,Chromatin complexes subunit BAP18,Olink Explore,Neurology_v1
DCTPP1,DCTPP1:Q9H773:Cardiometabolic,Q9H773,28777,DCTPP1,615840,ENSG00000179958,79077,OID20148,dCTP pyrophosphatase 1,Olink Explore,Cardiometabolic_v1
CMC1,CMC1:Q7Z7K0:Cardiometabolic_II,Q7Z7K0,28783,CMC1,615166,ENSG00000187118,152100,OID30360,COX assembly mitochondrial protein homolog,Olink Explore,Cardiometabolic_v1
RILPL2,RILPL2:Q969X0:Cardiometabolic_II,Q969X0,28787,RILPL2,614093,ENSG00000150977,196383,OID30342,RILP-like protein 2,Olink Explore,Cardiometabolic_v1
LRRC59,LRRC59:Q96AG4:Cardiometabolic_II,Q96AG4,28817,LRRC59,614854,ENSG00000108829,55379,OID30361,Leucine-rich repeat-containing protein 59,Olink Explore,Cardiometabolic_v1
CEACAM21,CEACAM21:Q3KPI0:Inflammation,Q3KPI0,28834,CEACAM21,618191,ENSG00000007129,90273,OID20548,Carcinoembryonic antigen-related cell adhesion molecule 21,Olink Explore,Inflammation_v1
VTCN1,VTCN1:Q7Z7D3:Oncology,Q7Z7D3,28873,VTCN1,608162,ENSG00000134258,79679,OID21164,V-set domain-containing T-cell activation inhibitor 1,Olink Explore,Oncology_v1
CD300E,CD300E:Q496F6:Oncology,Q496F6,28874,CD300E,609801,ENSG00000186407,342510,OID21418,CMRF35-like molecule 2,Olink Explore,Oncology_v1
AIF1L,AIF1L:Q9BQI0:Cardiometabolic_II,Q9BQI0,28904,AIF1L,0,ENSG00000126878,83543,OID30204,Allograft inflammatory factor 1-like,Olink Explore,Cardiometabolic_v1
CEP170,CEP170:Q5SW79:Cardiometabolic_II,Q5SW79,28920,CEP170,613023,ENSG00000143702,9859,OID30240,Centrosomal protein of 170 kDa,Olink Explore,Cardiometabolic_v1
ARHGAP25,ARHGAP25:P42331:Oncology,P42331,28951,ARHGAP25,610587,ENSG00000163219,9938,OID21255,Rho GTPase-activating protein 25,Olink Explore,Oncology_v1
ABRAXAS2,ABRAXAS2:Q15018:Cardiometabolic_II,Q15018,28975,ABRAXAS2,611144,ENSG00000165660,23172,OID30130,BRISC complex subunit Abraxas 2,Olink Explore,Cardiometabolic_v1
IST1,IST1:P53990:Oncology_II,P53990,28977,IST1,616434,ENSG00000182149,9798,OID31497,IST1 homolog,Olink Explore,Oncology_v1
C2CD2L,C2CD2L:O14523:Neurology,O14523,29000,C2CD2L,617582,ENSG00000172375,9854,OID20864,Phospholipid transfer protein C2CD2L,Olink Explore,Neurology_v1
EFCAB14,EFCAB14:O75071:Oncology_II,O75071,29051,EFCAB14,619559,ENSG00000159658,9813,OID31460,EF-hand calcium-binding domain-containing protein 14,Olink Explore,Oncology_v1
SUSD5,SUSD5:O60279:Inflammation_II,O60279,29061,SUSD5,619917,ENSG00000173705,26032,OID30650,Sushi domain-containing protein 5,Olink Explore,Inflammation_v1
MFAP3L,MFAP3L:O75121:Neurology_II,O75121,29083,MFAP3L,616523,ENSG00000198948,9848,OID30933,Microfibrillar-associated protein 3-like,Olink Explore,Neurology_v1
DDHD2,DDHD2:O94830:Neurology_II,O94830,29106,DDHD2,615003,ENSG00000085788,23259,OID31043,Phospholipase DDHD2,Olink Explore,Neurology_v1
DNM3,DNM3:Q9UQ16:Neurology_II,Q9UQ16,29125,DNM3,611445,ENSG00000197959,26052,OID31000,Dynamin-3,Olink Explore,Neurology_v1
EHBP1,EHBP1:Q8NDI1:Cardiometabolic_II,Q8NDI1,29144,EHBP1,609922,ENSG00000115504,23301,OID30302,EH domain-binding protein 1,Olink Explore,Cardiometabolic_v1
KAZN,KAZN:Q674X7:Oncology_II,Q674X7,29173,KAZN,618301,ENSG00000189337,23254,OID31481,Kazrin,Olink Explore,Oncology_v1
FOXJ3,FOXJ3:Q9UPW0:Inflammation_II,Q9UPW0,29178,FOXJ3,616035,ENSG00000198815,22887,OID30445,Forkhead box protein J3,Olink Explore,Inflammation_v1
HEG1,HEG1:Q9ULI3:Inflammation_II,Q9ULI3,29227,HEG1,614182,ENSG00000173706,57493,OID30579,Protein HEG homolog 1,Olink Explore,Inflammation_v1
MAVS,MAVS:Q7Z434:Oncology,Q7Z434,29233,MAVS,609676,ENSG00000088888,57506,OID21204,Mitochondrial antiviral-signaling protein,Olink Explore,Oncology_v1
ISLR2,ISLR2:Q6UXK2:Neurology,Q6UXK2,29286,ISLR2,614179,ENSG00000167178,57611,OID20889,Immunoglobulin superfamily containing leucine-rich repeat protein 2,Olink Explore,Neurology_v1
CEP152,CEP152:O94986:Oncology_II,O94986,29298,CEP152,613529,ENSG00000103995,22995,OID31249,Centrosomal protein of 152 kDa,Olink Explore,Oncology_v1
CALCOCO1,CALCOCO1:Q9P1Z2:Oncology,Q9P1Z2,29306,CALCOCO1,0,ENSG00000012822,57658,OID21387,Calcium-binding and coiled-coil domain-containing protein 1,Olink Explore,Oncology_v1
FHIP2A,FHIP2A:Q5W0V3:Cardiometabolic_II,Q5W0V3,29320,FHIP2A,617312,ENSG00000151553,57700,OID30187,FHF complex subunit HOOK interacting protein 2A,Olink Explore,Cardiometabolic_v1
ITPRIP,ITPRIP:Q8IWB1:Neurology_II,Q8IWB1,29370,ITPRIP,620205,ENSG00000148841,85450,OID30860,"Inositol 1,4,5-trisphosphate receptor-interacting protein",Olink Explore,Neurology_v1
FAM171B,FAM171B:Q6P995:Oncology_II,Q6P995,29412,FAM171B,620309,ENSG00000144369,165215,OID31338,Protein FAM171B,Olink Explore,Oncology_v1
FGFBP2,FGFBP2:Q9BYJ0:Cardiometabolic_II,Q9BYJ0,29451,FGFBP2,607713,ENSG00000137441,83888,OID30395,Fibroblast growth factor-binding protein 2,Olink Explore,Cardiometabolic_v1
VSTM1,VSTM1:Q6UX27:Neurology,Q6UX27,29455,VSTM1,616804,ENSG00000189068,284415,OID20851,V-set and transmembrane domain-containing protein 1,Olink Explore,Neurology_v1
TOR1AIP1,TOR1AIP1:Q5JTV8:Cardiometabolic_II,Q5JTV8,29456,TOR1AIP1,614512,ENSG00000143337,26092,OID30195,Torsin-1A-interacting protein 1,Olink Explore,Cardiometabolic_v1
LAYN,LAYN:Q6UX15:Neurology,Q6UX15,29471,LAYN,618843,ENSG00000204381,143903,OID20970,Layilin,Olink Explore,Neurology_v1
LRG1,LRG1:P02750:Inflammation_II,P02750,29480,LRG1,611289,ENSG00000171236,116844,OID30751,Leucine-rich alpha-2-glycoprotein,Olink Explore,Inflammation_v1
SPINK6,SPINK6:Q6UWN8:Oncology,Q6UWN8,29486,SPINK6,615868,ENSG00000178172,404203,OID21450,Serine protease inhibitor Kazal-type 6,Olink Explore,Oncology_v1
SCPEP1,SCPEP1:Q9HB40:Cardiometabolic_II,Q9HB40,29507,SCPEP1,619723,ENSG00000121064,59342,OID30278,Retinoid-inducible serine carboxypeptidase,Olink Explore,Cardiometabolic_v1
LARP1,LARP1:Q6PKG0:Oncology_II,Q6PKG0,29531,LARP1,612059,ENSG00000155506,23367,OID31372,La-related protein 1,Olink Explore,Oncology_v1
EFHD1,EFHD1:Q9BUP0:Neurology_II,Q9BUP0,29556,EFHD1,611617,ENSG00000115468,80303,OID31044,EF-hand domain-containing protein D1,Olink Explore,Neurology_v1
NEXN,NEXN:Q0ZGT2:Inflammation_II,Q0ZGT2,29557,NEXN,613121,ENSG00000162614,91624,OID30678,Nexilin,Olink Explore,Inflammation_v1
REG3G,REG3G:Q6UW15:Oncology_II,Q6UW15,29595,REG3G,609933,ENSG00000143954,130120,OID31408,Regenerating islet-derived protein 3-gamma,Olink Explore,Oncology_v1
SH2B3,SH2B3:Q9UQQ2:Oncology,Q9UQQ2,29605,SH2B3,605093,ENSG00000111252,10019,OID21222,SH2B adapter protein 3,Olink Explore,Oncology_v1
MTDH,MTDH:Q86UE4:Inflammation_II,Q86UE4,29608,MTDH,610323,ENSG00000147649,92140,OID30538,Protein LYRIC,Olink Explore,Inflammation_v1
ACP6,ACP6:Q9NPH0:Oncology,Q9NPH0,29609,ACP6,611471,ENSG00000162836,51205,OID21432,Lysophosphatidic acid phosphatase type 6,Olink Explore,Oncology_v1
LYZL2,LYZL2:Q7Z4W2:Oncology_II,Q7Z4W2,29613,LYZL2,612748,ENSG00000151033,119180,OID31180,Lysozyme-like protein 2,Olink Explore,Oncology_v1
MAN2B2,MAN2B2:Q9Y2E5:Cardiometabolic_II,Q9Y2E5,29623,MAN2B2,618899,ENSG00000013288,23324,OID30306,Epididymis-specific alpha-mannosidase,Olink Explore,Cardiometabolic_v1
MEGF10,MEGF10:Q96KG7:Inflammation,Q96KG7,29634,MEGF10,612453,ENSG00000145794,84466,OID20746,Multiple epidermal growth factor-like domains protein 10,Olink Explore,Inflammation_v1
MEGF11,MEGF11:A6BM72:Cardiometabolic_II,A6BM72,29635,MEGF11,612454,ENSG00000157890,84465,OID30099,Multiple epidermal growth factor-like domains protein 11,Olink Explore,Cardiometabolic_v1
MICALL2,MICALL2:Q8IY33:Neurology_II,Q8IY33,29672,MICALL2,0,ENSG00000164877,79778,OID30889,MICAL-like protein 2,Olink Explore,Neurology_v1
MFAP5,MFAP5:Q13361:Cardiometabolic,Q13361,29673,MFAP5,601103,ENSG00000197614,8076,OID20239,Microfibrillar-associated protein 5,Olink Explore,Cardiometabolic_v1
MTIF3,MTIF3:Q9H2K0:Oncology_II,Q9H2K0,29788,MTIF3,619554,ENSG00000122033,219402,OID31513,"Translation initiation factor IF-3, mitochondrial",Olink Explore,Oncology_v1
MTUS1,MTUS1:Q9ULD2:Oncology_II,Q9ULD2,29789,MTUS1,609589,ENSG00000129422,57509,OID31315,Microtubule-associated tumor suppressor 1,Olink Explore,Oncology_v1
LRRC25,LRRC25:Q8N386:Oncology,Q8N386,29806,LRRC25,607518,ENSG00000175489,126364,OID21333,Leucine-rich repeat-containing protein 25,Olink Explore,Oncology_v1
MPHOSPH8,MPHOSPH8:Q99549:Cardiometabolic,Q99549,29810,MPHOSPH8,611626,ENSG00000196199,54737,OID20092,M-phase phosphoprotein 8,Olink Explore,Cardiometabolic_v1
MYL6B,MYL6B:P14649:Neurology_II,P14649,29823,MYL6B,609930,ENSG00000196465,140465,OID30936,Myosin light chain 6B,Olink Explore,Neurology_v1
MYLPF,MYLPF:Q96A32:Neurology_II,Q96A32,29824,MYL11,617378,ENSG00000180209,29895,OID30917,"Myosin regulatory light chain 2, skeletal muscle isoform",Olink Explore,Neurology_v1
NADK,NADK:O95544:Cardiometabolic,O95544,29831,NADK,611616,ENSG00000008130,65220,OID20178,NAD kinase,Olink Explore,Cardiometabolic_v1
CHRDL1,CHRDL1:Q9BU40:Inflammation,Q9BU40,29861,CHRDL1,300350,ENSG00000101938,91851,OID20771,Chordin-like protein 1,Olink Explore,Inflammation_v1
NFASC,NFASC:O94856:Inflammation,O94856,29866,NFASC,609145,ENSG00000163531,23114,OID20634,Neurofascin,Olink Explore,Inflammation_v1
TAGLN3,TAGLN3:Q9UI15:Oncology_II,Q9UI15,29868,TAGLN3,607953,ENSG00000144834,29114,OID31225,Transgelin-3,Olink Explore,Oncology_v1
NIT2,NIT2:Q9NQR4:Cardiometabolic_II,Q9NQR4,29878,NIT2,616769,ENSG00000114021,56954,OID30336,Omega-amidase NIT2,Olink Explore,Cardiometabolic_v1
CD300LF,CD300LF:Q8TDQ1:Oncology,Q8TDQ1,29883,CD300LF,609807,ENSG00000186074,146722,OID21469,CMRF35-like molecule 1,Olink Explore,Oncology_v1
CSDE1,CSDE1:O75534:Cardiometabolic_II,O75534,29905,CSDE1,191510,ENSG00000009307,7812,OID30183,Cold shock domain-containing protein E1,Olink Explore,Cardiometabolic_v1
CALCOCO2,CALCOCO2:Q13137:Cardiometabolic_II,Q13137,29912,CALCOCO2,604587,ENSG00000136436,10241,OID30249,Calcium-binding and coiled-coil domain-containing protein 2,Olink Explore,Cardiometabolic_v1
MDM1,MDM1:Q8TC05:Neurology_II,Q8TC05,29917,MDM1,613813,ENSG00000111554,56890,OID30945,Nuclear protein MDM1,Olink Explore,Neurology_v1
SLC51B,SLC51B:Q86UW2:Cardiometabolic_II,Q86UW2,29956,SLC51B,612085,ENSG00000186198,123264,OID30107,Organic solute transporter subunit beta,Olink Explore,Cardiometabolic_v1
OSCAR,OSCAR:Q8IYS5:Inflammation,Q8IYS5,29960,OSCAR,606862,ENSG00000170909,126014,OID20776,Osteoclast-associated immunoglobulin-like receptor,Olink Explore,Inflammation_v1
OSTN,OSTN:P61366:Neurology_II,P61366,29961,OSTN,610280,ENSG00000188729,344901,OID30909,Osteocrin,Olink Explore,Neurology_v1
GADD45GIP1,GADD45GIP1:Q8TAE8:Cardiometabolic_II,Q8TAE8,29996,GADD45GIP1,605162,ENSG00000179271,90480,OID30237,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Olink Explore,Cardiometabolic_v1
PGLYRP2,PGLYRP2:Q96PD5:Inflammation_II,Q96PD5,30013,PGLYRP2,608199,ENSG00000161031,114770,OID30742,N-acetylmuramoyl-L-alanine amidase,Olink Explore,Inflammation_v1
PGLYRP4,PGLYRP4:Q96LB8:Cardiometabolic_II,Q96LB8,30015,PGLYRP4,608198,ENSG00000163218,57115,OID30101,Peptidoglycan recognition protein 4,Olink Explore,Cardiometabolic_v1
PIK3AP1,PIK3AP1:Q6ZUJ8:Inflammation,Q6ZUJ8,30034,PIK3AP1,607942,ENSG00000155629,118788,OID20587,Phosphoinositide 3-kinase adapter protein 1,Olink Explore,Inflammation_v1
PLB1,PLB1:Q6P1J6:Neurology_II,Q6P1J6,30041,PLB1,610179,ENSG00000163803,151056,OID31110,"Phospholipase B1, membrane-associated",Olink Explore,Neurology_v1
LHPP,LHPP:Q9H008:Inflammation,Q9H008,30042,LHPP,617231,ENSG00000107902,64077,OID20749,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Olink Explore,Inflammation_v1
PAG1,PAG1:Q9NWQ8:Cardiometabolic,Q9NWQ8,30043,PAG1,605767,ENSG00000076641,55824,OID20108,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Olink Explore,Cardiometabolic_v1
NOMO1,NOMO1:Q15155:Neurology,Q15155,30060,NOMO1,609157,ENSG00000103512,23420,OID21106,Nodal modulator 1,Olink Explore,Neurology_v1
CD177,CD177:Q8N6Q3:Neurology,Q8N6Q3,30072,CD177,162860,ENSG00000204936,57126,OID21119,CD177 antigen,Olink Explore,Neurology_v1
KCNIP4,KCNIP4:Q6PIL6:Neurology,Q6PIL6,30083,KCNIP4,608182,ENSG00000185774,80333,OID20813,Kv channel-interacting protein 4,Olink Explore,Neurology_v1
VSIR,VSIR:Q9H7M9:Cardiometabolic,Q9H7M9,30085,VSIR,615608,ENSG00000107738,64115,OID20131,V-type immunoglobulin domain-containing suppressor of T-cell activation,Olink Explore,Cardiometabolic_v1
NAMPT,NAMPT:P43490:Oncology,P43490,30092,NAMPT,608764,ENSG00000105835,10135,OID21227,Nicotinamide phosphoribosyltransferase,Olink Explore,Oncology_v1
MZB1,MZB1:Q8WU39:Inflammation,Q8WU39,30125,MZB1,609447,ENSG00000170476,51237,OID20732,Marginal zone B- and B1-cell-specific protein,Olink Explore,Inflammation_v1
GDF15,GDF15:Q99988:Cardiometabolic,Q99988,30142,GDF15,605312,ENSG00000130513,9518,OID20251,Growth/differentiation factor 15,Olink Explore,Cardiometabolic_v1
PDIA4,PDIA4:P13667:Cardiometabolic_II,P13667,30167,PDIA4,620018,ENSG00000155660,9601,OID30375,Protein disulfide-isomerase A4,Olink Explore,Cardiometabolic_v1
PPME1,PPME1:Q9Y570:Oncology,Q9Y570,30178,PPME1,611117,ENSG00000214517,51400,OID21347,Protein phosphatase methylesterase 1,Olink Explore,Oncology_v1
VWC2,VWC2:Q2TAL6:Neurology,Q2TAL6,30200,VWC2,611108,ENSG00000188730,375567,OID20936,Brorin,Olink Explore,Neurology_v1
AAMDC,AAMDC:Q9H7C9:Cardiometabolic_II,Q9H7C9,30205,AAMDC,620474,ENSG00000087884,28971,OID30236,Mth938 domain-containing protein,Olink Explore,Cardiometabolic_v1
UBAC1,UBAC1:Q9BSL1:Oncology,Q9BSL1,30221,UBAC1,608129,ENSG00000130560,10422,OID21336,Ubiquitin-associated domain-containing protein 1,Olink Explore,Oncology_v1
CC2D1A,CC2D1A:Q6P1N0:Neurology,Q6P1N0,30237,CC2D1A,610055,ENSG00000132024,54862,OID20958,Coiled-coil and C2 domain-containing protein 1A,Olink Explore,Neurology_v1
BAMBI,BAMBI:Q13145:Oncology,Q13145,30251,BAMBI,604444,ENSG00000095739,25805,OID21267,BMP and activin membrane-bound inhibitor homolog,Olink Explore,Oncology_v1
NAA80,NAA80:Q93015:Neurology_II,Q93015,30252,NAA80,607073,ENSG00000243477,24142,OID30893,N-alpha-acetyltransferase 80,Olink Explore,Neurology_v1
PYDC1,PYDC1:Q8WXC3:Cardiometabolic_II,Q8WXC3,30261,PYDC1,615700,ENSG00000169900,260434,OID30202,Pyrin domain-containing protein 1,Olink Explore,Cardiometabolic_v1
RILP,RILP:Q96NA2:Oncology,Q96NA2,30266,RILP,607848,ENSG00000167705,83547,OID21436,Rab-interacting lysosomal protein,Olink Explore,Oncology_v1
RAB37,RAB37:Q96AX2:Inflammation,Q96AX2,30268,RAB37,609956,ENSG00000172794,326624,OID20425,Ras-related protein Rab-37,Olink Explore,Inflammation_v1
RGMA,RGMA:Q96B86:Neurology,Q96B86,30308,RGMA,607362,ENSG00000182175,56963,OID21065,Repulsive guidance molecule A,Olink Explore,Neurology_v1
RTBDN,RTBDN:Q9BSG5:Oncology,Q9BSG5,30310,RTBDN,609553,ENSG00000132026,83546,OID21343,Retbindin,Olink Explore,Oncology_v1
RBP7,RBP7:Q96R05:Oncology_II,Q96R05,30316,RBP7,608604,ENSG00000162444,116362,OID31526,Retinoid-binding protein 7,Olink Explore,Oncology_v1
MPRIP,MPRIP:Q6WCQ1:Oncology_II,Q6WCQ1,30321,MPRIP,612935,ENSG00000133030,23164,OID31420,Myosin phosphatase Rho-interacting protein,Olink Explore,Oncology_v1
