Protein,UKBB_PPP_exposure,uniprot,UKBB_PPP_HGNC,UKBB_PPP_Approved symbol,UKBB_PPP_OMIM_Gene_ID,UKBB_PPP_Ensembl_gene_ID,UKBB_PPP_NCBI_Gene_ID,UKBB_PPP_oid,UKBB_PPP_target_full_name,UKBB_PPP_platform,UKBB_PPP_panel,DECODE_exposure,DCODE_seqid,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
RPS6KA3,0,P51812,0,0,0,0,0,0,0,0,0,RPS6KA3_3469_74,SeqId.3469-74,RPS6KA3,Ribosomal protein S6 kinase alpha-3,RPS6KA3,SomaScan v4,10432.0,RPS6KA3,ribosomal protein S6 kinase A3,300075,ENSG00000177189,6197.0,10432.0,RPS6KA3,300075,ENSG00000177189,6197.0,Ribosomal protein S6 kinase alpha-3
RPS6KA6,0,Q9UK32,0,0,0,0,0,0,0,0,0,RPS6KA6_12688_115,SeqId.12688-115,KS6A6,Ribosomal protein S6 kinase alpha-6,RPS6KA6,SomaScan v4,10435.0,RPS6KA6,ribosomal protein S6 kinase A6,300303,ENSG00000072133,27330.0,10435.0,RPS6KA6,300303,ENSG00000072133,27330.0,Ribosomal protein S6 kinase alpha-6
RPS6KB1,0,P23443,0,0,0,0,0,0,0,0,0,RPS6KB1_15608_5,SeqId.15608-5,KS6B1,Ribosomal protein S6 kinase beta-1,RPS6KB1,SomaScan v4,10436.0,RPS6KB1,ribosomal protein S6 kinase B1,608938,ENSG00000108443,6198.0,10436.0,RPS6KB1,608938,ENSG00000108443,6198.0,Ribosomal protein S6 kinase beta-1
RPS6KB1,0,P23443,0,0,0,0,0,0,0,0,0,RPS6KB1_8962_48,SeqId.8962-48,KS6B1,Ribosomal protein S6 kinase beta-1,RPS6KB1,SomaScan v4,10436.0,RPS6KB1,ribosomal protein S6 kinase B1,608938,ENSG00000108443,6198.0,10436.0,RPS6KB1,608938,ENSG00000108443,6198.0,Ribosomal protein S6 kinase beta-1
RPS7,0,P62081,0,0,0,0,0,0,0,0,0,RPS7_3864_5,SeqId.3864-5,RS7,40S ribosomal protein S7,RPS7,SomaScan v4,10440.0,RPS7,ribosomal protein S7,603658,ENSG00000171863,6201.0,10440.0,RPS7,603658,ENSG00000171863,6201.0,40S ribosomal protein S7
RPSA,0,P08865,0,0,0,0,0,0,0,0,0,RPSA_19623_26,SeqId.19623-26,40S ribosomal protein SA,40S ribosomal protein SA,RPSA,SomaScan v4,6502.0,RPSA,ribosomal protein SA,150370,ENSG00000168028,3921.0,6502.0,RPSA,150370,ENSG00000168028,3921.0,40S ribosomal protein SA
RRAGC,0,Q9HB90,0,0,0,0,0,0,0,0,0,RRAGC_12548_75,SeqId.12548-75,RRAGC,Ras-related GTP-binding protein C,RRAGC,SomaScan v4,19902.0,RRAGC,Ras related GTP binding C,608267,ENSG00000116954,64121.0,19902.0,RRAGC,608267,ENSG00000116954,64121.0,Ras-related GTP-binding protein C
RRAS2,0,P62070,0,0,0,0,0,0,0,0,0,RRAS2_12361_102,SeqId.12361-102,RRAS2,Ras-related protein R-Ras2,RRAS2,SomaScan v4,17271.0,RRAS2,RAS related 2,600098,ENSG00000133818,22800.0,17271.0,RRAS2,600098,ENSG00000133818,22800.0,Ras-related protein R-Ras2
RRBP1,0,Q9P2E9,0,0,0,0,0,0,0,0,0,RRBP1_9913_4,SeqId.9913-4,RRBP1,Ribosome-binding protein 1,RRBP1,SomaScan v4,10448.0,RRBP1,ribosome binding protein 1,601418,ENSG00000125844,6238.0,10448.0,RRBP1,601418,ENSG00000125844,6238.0,Ribosome-binding protein 1
RS1,0,O15537,0,0,0,0,0,0,0,0,0,RS1_6497_10,SeqId.6497-10,XLRS1,Retinoschisin,RS1,SomaScan v4,10457.0,RS1,retinoschisin 1,300839,ENSG00000102104,6247.0,10457.0,RS1,300839,ENSG00000102104,6247.0,Retinoschisin
RSPO2,0,Q6UXX9,0,0,0,0,0,0,0,0,0,RSPO2_4566_24,SeqId.4566-24,RSPO2,R-spondin-2,RSPO2,SomaScan v4,28583.0,RSPO2,R-spondin 2,610575,ENSG00000147655,340419.0,28583.0,RSPO2,610575,ENSG00000147655,340419.0,R-spondin-2
RSPO2,0,Q6UXX9,0,0,0,0,0,0,0,0,0,RSPO2_8409_3,SeqId.8409-3,RSPO2,R-spondin-2,RSPO2,SomaScan v4,28583.0,RSPO2,R-spondin 2,610575,ENSG00000147655,340419.0,28583.0,RSPO2,610575,ENSG00000147655,340419.0,R-spondin-2
RSRP1,0,Q9BUV0,0,0,0,0,0,0,0,0,0,RSRP1_9050_170,SeqId.9050-170,CA063,Arginine/serine-rich protein 1,RSRP1,SomaScan v4,25234.0,RSRP1,arginine and serine rich protein 1,620030,ENSG00000117616,57035.0,25234.0,RSRP1,620030,ENSG00000117616,57035.0,Arginine/serine-rich protein 1
RTF1,0,Q92541,0,0,0,0,0,0,0,0,0,RTF1_7741_111,SeqId.7741-111,RTF1,RNA polymerase-associated protein RTF1 homolog,RTF1,SomaScan v4,28996.0,RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component",611633,ENSG00000137815,23168.0,28996.0,RTF1,611633,ENSG00000137815,23168.0,RNA polymerase-associated protein RTF1 homolog
RTP4,0,Q96DX8,0,0,0,0,0,0,0,0,0,RTP4_18315_38,SeqId.18315-38,RTP4,Receptor-transporting protein 4,RTP4,SomaScan v4,23992.0,RTP4,receptor transporter protein 4,609350,ENSG00000136514,64108.0,23992.0,RTP4,609350,ENSG00000136514,64108.0,Receptor-transporting protein 4
RUFY1,0,Q96T51,0,0,0,0,0,0,0,0,0,RUFY1_11425_31,SeqId.11425-31,RUFY1,RUN and FYVE domain-containing protein 1,RUFY1,SomaScan v4,19760.0,RUFY1,RUN and FYVE domain containing 1,610327,ENSG00000176783,80230.0,19760.0,RUFY1,610327,ENSG00000176783,80230.0,RUN and FYVE domain-containing protein 1
RUNX3,0,Q13761,0,0,0,0,0,0,0,0,0,RUNX3_11138_16,SeqId.11138-16,RUNX3,Runt-related transcription factor 3,RUNX3,SomaScan v4,10473.0,RUNX3,RUNX family transcription factor 3,600210,ENSG00000020633,864.0,10473.0,RUNX3,600210,ENSG00000020633,864.0,Runt-related transcription factor 3
RXFP1,0,Q9HBX9,0,0,0,0,0,0,0,0,0,RXFP1_14135_3,SeqId.14135-3,RXFP1,Relaxin receptor 1,RXFP1,SomaScan v4,19718.0,RXFP1,relaxin family peptide receptor 1,606654,ENSG00000171509,59350.0,19718.0,RXFP1,606654,ENSG00000171509,59350.0,Relaxin receptor 1
RYK,0,P34925,0,0,0,0,0,0,0,0,0,RYK_5583_62,SeqId.5583-62,RYK,Tyrosine-protein kinase RYK,RYK,SomaScan v4,10481.0,RYK,receptor like tyrosine kinase,600524,ENSG00000163785,6259.0,10481.0,RYK,600524,ENSG00000163785,6259.0,Tyrosine-protein kinase RYK
S100A10,0,P60903,0,0,0,0,0,0,0,0,0,S100A10_15318_75,SeqId.15318-75,Calpactin I light chain,Protein S100-A10,S100A10,SomaScan v4,10487.0,S100A10,S100 calcium binding protein A10,114085,ENSG00000197747,6281.0,10487.0,S100A10,114085,ENSG00000197747,6281.0,Protein S100-A10
S100A5,0,P33763,0,0,0,0,0,0,0,0,0,S100A5_15303_63,SeqId.15303-63,S100A5,Protein S100-A5,S100A5,SomaScan v4,10495.0,S100A5,S100 calcium binding protein A5,176991,ENSG00000196420,6276.0,10495.0,S100A5,176991,ENSG00000196420,6276.0,Protein S100-A5
S100Z,0,Q8WXG8,0,0,0,0,0,0,0,0,0,S100Z_18928_10,SeqId.18928-10,S100Z,Protein S100-Z,S100Z,SomaScan v4,30367.0,S100Z,S100 calcium binding protein Z,610103,ENSG00000171643,170591.0,30367.0,S100Z,610103,ENSG00000171643,170591.0,Protein S100-Z
SAMHD1,0,Q9Y3Z3,0,0,0,0,0,0,0,0,0,SAMHD1_11303_7,SeqId.11303-7,SAMH1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,SAMHD1,SomaScan v4,15925.0,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,606754,ENSG00000101347,25939.0,15925.0,SAMHD1,606754,ENSG00000101347,25939.0,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
SATB2,0,Q9UPW6,0,0,0,0,0,0,0,0,0,SATB2_10081_17,SeqId.10081-17,SATB2,DNA-binding protein SATB2,SATB2,SomaScan v4,21637.0,SATB2,SATB homeobox 2,608148,ENSG00000119042,23314.0,21637.0,SATB2,608148,ENSG00000119042,23314.0,DNA-binding protein SATB2
SAYSD1,0,Q9NPB0,0,0,0,0,0,0,0,0,0,SAYSD1_6594_64,SeqId.6594-64,SMDC1,SAYSvFN domain-containing protein 1,SAYSD1,SomaScan v4,21025.0,SAYSD1,SAYSVFN motif domain containing 1,0,ENSG00000112167,55776.0,21025.0,SAYSD1,0,ENSG00000112167,55776.0,SAYSvFN domain-containing protein 1
SCAMP5,0,Q8TAC9,0,0,0,0,0,0,0,0,0,SCAMP5_13509_5,SeqId.13509-5,SCAM5,Secretory carrier-associated membrane protein 5,SCAMP5,SomaScan v4,30386.0,SCAMP5,secretory carrier membrane protein 5,613766,ENSG00000198794,192683.0,30386.0,SCAMP5,613766,ENSG00000198794,192683.0,Secretory carrier-associated membrane protein 5
SCAND1,0,P57086,0,0,0,0,0,0,0,0,0,SCAND1_17800_33,SeqId.17800-33,SCAND1,SCAN domain-containing protein 1,SCAND1,SomaScan v4,10566.0,SCAND1,SCAN domain containing 1,610416,ENSG00000171222,51282.0,10566.0,SCAND1,610416,ENSG00000171222,51282.0,SCAN domain-containing protein 1
SCARA3,0,Q6AZY7,0,0,0,0,0,0,0,0,0,SCARA3_11292_13,SeqId.11292-13,SCAR3,Scavenger receptor class A member 3,SCARA3,SomaScan v4,19000.0,SCARA3,scavenger receptor class A member 3,602728,ENSG00000168077,51435.0,19000.0,SCARA3,602728,ENSG00000168077,51435.0,Scavenger receptor class A member 3
SCG5,0,P05408,0,0,0,0,0,0,0,0,0,SCG5_15358_28,SeqId.15358-28,7B2,Neuroendocrine protein 7B2,SCG5,SomaScan v4,10816.0,SCG5,secretogranin V,173120,ENSG00000166922,6447.0,10816.0,SCG5,173120,ENSG00000166922,6447.0,Neuroendocrine protein 7B2
SCGB1D2,0,O95969,0,0,0,0,0,0,0,0,0,SCGB1D2_6508_68,SeqId.6508-68,SG1D2,Secretoglobin family 1D member 2,SCGB1D2,SomaScan v4,18396.0,SCGB1D2,secretoglobin family 1D member 2,615061,ENSG00000124935,10647.0,18396.0,SCGB1D2,615061,ENSG00000124935,10647.0,Secretoglobin family 1D member 2
BTNL9,0,Q6UXG8,0,0,0,0,0,0,0,0,0,BTNL9_7950_142,SeqId.7950-142,BTNL9,Butyrophilin-like protein 9,BTNL9,SomaScan v4,24176.0,BTNL9,butyrophilin like 9,0,ENSG00000165810,153579.0,24176.0,BTNL9,0,ENSG00000165810,153579.0,Butyrophilin-like protein 9
BUB1,0,O43683,0,0,0,0,0,0,0,0,0,BUB1_12033_3,SeqId.12033-3,BUB1,Mitotic checkpoint serine/threonine-protein kinase BUB1,BUB1,SomaScan v4,1148.0,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,602452,ENSG00000169679,699.0,1148.0,BUB1,602452,ENSG00000169679,699.0,Mitotic checkpoint serine/threonine-protein kinase BUB1
C11orf68,0,Q9H3H3,0,0,0,0,0,0,0,0,0,C11orf68_8307_47,SeqId.8307-47,CK068,UPF0696 protein C11orf68,C11orf68,SomaScan v4,28801.0,C11orf68,chromosome 11 open reading frame 68,0,ENSG00000175573,83638.0,28801.0,C11orf68,0,ENSG00000175573,83638.0,UPF0696 protein C11orf68
C11orf87,0,Q6NUJ2,0,0,0,0,0,0,0,0,0,C11orf87_11116_16,SeqId.11116-16,CK087,Uncharacterized protein C11orf87,C11orf87,SomaScan v4,33788.0,C11orf87,chromosome 11 open reading frame 87,0,ENSG00000185742,399947.0,33788.0,C11orf87,0,ENSG00000185742,399947.0,Uncharacterized protein C11orf87
C14orf93,0,Q9H972,0,0,0,0,0,0,0,0,0,C14orf93_6439_59,SeqId.6439-59,CN093,Uncharacterized protein C14orf93,C14orf93,SomaScan v4,20162.0,C14orf93,chromosome 14 open reading frame 93,0,ENSG00000100802,60686.0,20162.0,C14orf93,0,ENSG00000100802,60686.0,Uncharacterized protein C14orf93
C17orf78,0,Q8N4C9,0,0,0,0,0,0,0,0,0,C17orf78_6571_75,SeqId.6571-75,CQ078,Uncharacterized protein C17orf78,C17orf78,SomaScan v4,26831.0,C17orf78,chromosome 17 open reading frame 78,0,ENSG00000278505,284099.0,26831.0,C17orf78,0,ENSG00000278505,284099.0,Uncharacterized protein C17orf78
C18orf32,0,Q8TCD1,0,0,0,0,0,0,0,0,0,C18orf32_8236_8,SeqId.8236-8,CR032,UPF0729 protein C18orf32,C18orf32,SomaScan v4,31690.0,C18orf32,chromosome 18 open reading frame 32,619979,ENSG00000177576,497661.0,31690.0,C18orf32,619979,ENSG00000177576,497661.0,UPF0729 protein C18orf32
C19orf18,0,Q8NEA5,0,0,0,0,0,0,0,0,0,C19orf18_9445_44,SeqId.9445-44,CS018,Uncharacterized protein C19orf18,C19orf18,SomaScan v4,28642.0,C19orf18,chromosome 19 open reading frame 18,0,ENSG00000177025,147685.0,28642.0,C19orf18,0,ENSG00000177025,147685.0,Uncharacterized protein C19orf18
C1D,0,Q13901,0,0,0,0,0,0,0,0,0,C1D_7821_6,SeqId.7821-6,C1D,Nuclear nucleic acid-binding protein C1D,C1D,SomaScan v4,29911.0,C1D,C1D nuclear receptor corepressor,606997,ENSG00000197223,10438.0,29911.0,C1D,606997,ENSG00000197223,10438.0,Nuclear nucleic acid-binding protein C1D
C1GALT1C1,0,Q96EU7,0,0,0,0,0,0,0,0,0,C1GALT1C1_5735_54,SeqId.5735-54,C1GLC,C1GALT1-specific chaperone 1,C1GALT1C1,SomaScan v4,24338.0,C1GALT1C1,C1GALT1 specific chaperone 1,300611,ENSG00000171155,29071.0,24338.0,C1GALT1C1,300611,ENSG00000171155,29071.0,C1GALT1-specific chaperone 1
C1orf115,0,Q9H7X2,0,0,0,0,0,0,0,0,0,C1orf115_8366_19,SeqId.8366-19,CA115,Uncharacterized protein C1orf115,C1orf115,SomaScan v4,25873.0,C1orf115,chromosome 1 open reading frame 115,0,ENSG00000162817,79762.0,25873.0,C1orf115,0,ENSG00000162817,79762.0,Uncharacterized protein C1orf115
C1orf162,0,Q8NEQ5,0,0,0,0,0,0,0,0,0,C1orf162_6896_3,SeqId.6896-3,CA162,Transmembrane protein C1orf162,C1orf162,SomaScan v4,28344.0,C1orf162,chromosome 1 open reading frame 162,0,ENSG00000143110,128346.0,28344.0,C1orf162,0,ENSG00000143110,128346.0,Transmembrane protein C1orf162
C1orf210,0,Q8IVY1,0,0,0,0,0,0,0,0,0,C1orf210_8088_56,SeqId.8088-56,CA210,Type III endosome membrane protein TEMP,C1orf210,SomaScan v4,28755.0,C1orf210,chromosome 1 open reading frame 210,0,ENSG00000253313,149466.0,28755.0,C1orf210,0,ENSG00000253313,149466.0,Type III endosome membrane protein TEMP
C1orf226,0,A1L170,0,0,0,0,0,0,0,0,0,C1orf226_7989_5,SeqId.7989-5,CA226,Uncharacterized protein C1orf226,C1orf226,SomaScan v4,34351.0,C1orf226,chromosome 1 open reading frame 226,0,ENSG00000239887,400793.0,34351.0,C1orf226,0,ENSG00000239887,400793.0,Uncharacterized protein C1orf226
C1orf43,0,Q9BWL3,0,0,0,0,0,0,0,0,0,C1orf43_6937_251,SeqId.6937-251,CA043,Uncharacterized protein C1orf43,C1orf43,SomaScan v4,29876.0,C1orf43,chromosome 1 open reading frame 43,617428,ENSG00000143612,25912.0,29876.0,C1orf43,617428,ENSG00000143612,25912.0,Uncharacterized protein C1orf43
C1QL4,0,Q86Z23,0,0,0,0,0,0,0,0,0,C1QL4_7132_55,SeqId.7132-55,C1QL4,Complement C1q-like protein 4,C1QL4,SomaScan v4,31416.0,C1QL4,complement C1q like 4,615229,ENSG00000186897,338761.0,31416.0,C1QL4,615229,ENSG00000186897,338761.0,Complement C1q-like protein 4
C20orf173,0,Q96LM9,0,0,0,0,0,0,0,0,0,C20orf173_7046_6,SeqId.7046-6,CT173,Uncharacterized protein C20orf173,C20orf173,SomaScan v4,16166.0,C20orf173,chromosome 20 open reading frame 173,0,ENSG00000125975,140873.0,16166.0,C20orf173,0,ENSG00000125975,140873.0,Uncharacterized protein C20orf173
C2orf66,0,Q6UXQ4,0,0,0,0,0,0,0,0,0,C2orf66_5677_15,SeqId.5677-15,CB066,Uncharacterized protein C2orf66,C2orf66,SomaScan v4,33809.0,C2orf66,chromosome 2 open reading frame 66,0,ENSG00000187944,401027.0,33809.0,C2orf66,0,ENSG00000187944,401027.0,Uncharacterized protein C2orf66
C3orf18,0,Q9UK00,0,0,0,0,0,0,0,0,0,C3orf18_6994_19,SeqId.6994-19,CC018,Uncharacterized protein C3orf18,C3orf18,SomaScan v4,24837.0,C3orf18,chromosome 3 open reading frame 18,0,ENSG00000088543,51161.0,24837.0,C3orf18,0,ENSG00000088543,51161.0,Uncharacterized protein C3orf18
C5orf46,0,Q6UWT4,0,0,0,0,0,0,0,0,0,C5orf46_9100_32,SeqId.9100-32,CE046,Uncharacterized protein C5orf46,C5orf46,SomaScan v4,33768.0,C5orf46,chromosome 5 open reading frame 46,0,ENSG00000178776,389336.0,33768.0,C5orf46,0,ENSG00000178776,389336.0,Uncharacterized protein C5orf46
C5orf63,0,A6NC05,0,0,0,0,0,0,0,0,0,C5orf63_13378_80,SeqId.13378-80,YD286,Glutaredoxin-like protein C5orf63,C5orf63,SomaScan v4,40051.0,C5orf63,chromosome 5 open reading frame 63,0,ENSG00000164241,401207.0,40051.0,C5orf63,0,ENSG00000164241,401207.0,Glutaredoxin-like protein C5orf63
C6orf89,0,Q6UWU4,0,0,0,0,0,0,0,0,0,C6orf89_10885_36,SeqId.10885-36,CF089,Bombesin receptor-activated protein C6orf89,C6orf89,SomaScan v4,21114.0,C6orf89,chromosome 6 open reading frame 89,616642,ENSG00000198663,221477.0,21114.0,C6orf89,616642,ENSG00000198663,221477.0,Bombesin receptor-activated protein C6orf89
CA5B,0,Q9Y2D0,0,0,0,0,0,0,0,0,0,CA5B_17673_34,SeqId.17673-34,Carbonic Anhydrase VB,"Carbonic anhydrase 5B, mitochondrial",CA5B,SomaScan v4,1378.0,CA5B,carbonic anhydrase 5B,300230,ENSG00000169239,11238.0,1378.0,CA5B,300230,ENSG00000169239,11238.0,"Carbonic anhydrase 5B, mitochondrial"
CAB39,0,Q9Y376,0,0,0,0,0,0,0,0,0,CAB39_17757_86,SeqId.17757-86,CAB39,Calcium-binding protein 39,CAB39,SomaScan v4,20292.0,CAB39,calcium binding protein 39,612174,ENSG00000135932,51719.0,20292.0,CAB39,612174,ENSG00000135932,51719.0,Calcium-binding protein 39
CABP7,0,Q86V35,0,0,0,0,0,0,0,0,0,CABP7_7104_71,SeqId.7104-71,CABP7,Calcium-binding protein 7,CABP7,SomaScan v4,20834.0,CABP7,calcium binding protein 7,618759,ENSG00000100314,164633.0,20834.0,CABP7,618759,ENSG00000100314,164633.0,Calcium-binding protein 7
CACNB4,0,O00305,0,0,0,0,0,0,0,0,0,CACNB4_11130_158,SeqId.11130-158,CACB4,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,SomaScan v4,1404.0,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4,601949,ENSG00000182389,785.0,1404.0,CACNB4,601949,ENSG00000182389,785.0,Voltage-dependent L-type calcium channel subunit beta-4
CADM2,0,Q8N3J6,0,0,0,0,0,0,0,0,0,CADM2_16907_3,SeqId.16907-3,Nectin-like protein 3,Cell adhesion molecule 2,CADM2,SomaScan v4,29849.0,CADM2,cell adhesion molecule 2,609938,ENSG00000175161,253559.0,29849.0,CADM2,609938,ENSG00000175161,253559.0,Cell adhesion molecule 2
CADM3,0,Q8N126,0,0,0,0,0,0,0,0,0,CADM3_3630_27,SeqId.3630-27,Nectin-like protein 1,Cell adhesion molecule 3,CADM3,SomaScan v4,17601.0,CADM3,cell adhesion molecule 3,609743,ENSG00000162706,57863.0,17601.0,CADM3,609743,ENSG00000162706,57863.0,Cell adhesion molecule 3
CALN1,0,Q9BXU9,0,0,0,0,0,0,0,0,0,CALN1_10933_107,SeqId.10933-107,CABP8,Calcium-binding protein 8,CALN1,SomaScan v4,13248.0,CALN1,calneuron 1,607176,ENSG00000183166,83698.0,13248.0,CALN1,607176,ENSG00000183166,83698.0,Calcium-binding protein 8
CALR,0,P27797,0,0,0,0,0,0,0,0,0,CALR_5264_65,SeqId.5264-65,calreticulin,Calreticulin,CALR,SomaScan v4,1455.0,CALR,calreticulin,109091,ENSG00000179218,811.0,1455.0,CALR,109091,ENSG00000179218,811.0,Calreticulin
CALY,0,Q9NYX4,0,0,0,0,0,0,0,0,0,CALY_8924_55,SeqId.8924-55,CALY,Neuron-specific vesicular protein calcyon,CALY,SomaScan v4,17938.0,CALY,calcyon neuron specific vesicular protein,604647,ENSG00000130643,50632.0,17938.0,CALY,604647,ENSG00000130643,50632.0,Neuron-specific vesicular protein calcyon
LIN7A,0,O14910,0,0,0,0,0,0,0,0,0,LIN7A_18910_45,SeqId.18910-45,LIN7A,Protein lin-7 homolog A,LIN7A,SomaScan v4,17787.0,LIN7A,"lin-7 homolog A, crumbs cell polarity complex component",603380,ENSG00000111052,8825.0,17787.0,LIN7A,603380,ENSG00000111052,8825.0,Protein lin-7 homolog A
LIN7B,0,Q9HAP6,0,0,0,0,0,0,0,0,0,LIN7B_15612_5,SeqId.15612-5,LIN7B,Protein lin-7 homolog B,LIN7B,SomaScan v4,17788.0,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",612331,ENSG00000104863,64130.0,17788.0,LIN7B,612331,ENSG00000104863,64130.0,Protein lin-7 homolog B
LIN7C,0,Q9NUP9,0,0,0,0,0,0,0,0,0,LIN7C_12986_12,SeqId.12986-12,LIN7C,Protein lin-7 homolog C,LIN7C,SomaScan v4,17789.0,LIN7C,"lin-7 homolog C, crumbs cell polarity complex component",612332,ENSG00000148943,55327.0,17789.0,LIN7C,612332,ENSG00000148943,55327.0,Protein lin-7 homolog C
LIPK,0,Q5VXJ0,0,0,0,0,0,0,0,0,0,LIPK_6413_79,SeqId.6413-79,LIPK,Lipase member K,LIPK,SomaScan v4,23444.0,LIPK,lipase family member K,613922,ENSG00000204021,643414.0,23444.0,LIPK,613922,ENSG00000204021,643414.0,Lipase member K
LMAN1,0,P49257,0,0,0,0,0,0,0,0,0,LMAN1_15688_30,SeqId.15688-30,Mannose-binding lectin,Protein ERGIC-53,LMAN1,SomaScan v4,6631.0,LMAN1,"lectin, mannose binding 1",601567,ENSG00000074695,3998.0,6631.0,LMAN1,601567,ENSG00000074695,3998.0,Protein ERGIC-53
LNX1,0,Q8TBB1,0,0,0,0,0,0,0,0,0,LNX1_9936_27,SeqId.9936-27,LNX1,E3 ubiquitin-protein ligase LNX,LNX1,SomaScan v4,6657.0,LNX1,ligand of numb-protein X 1,609732,ENSG00000072201,84708.0,6657.0,LNX1,609732,ENSG00000072201,84708.0,E3 ubiquitin-protein ligase LNX
LOXL2,0,Q9Y4K0,0,0,0,0,0,0,0,0,0,LOXL2_6504_65,SeqId.6504-65,Lysyl oxidase-like protein 2,Lysyl oxidase homolog 2,LOXL2,SomaScan v4,6666.0,LOXL2,lysyl oxidase like 2,606663,ENSG00000134013,4017.0,6666.0,LOXL2,606663,ENSG00000134013,4017.0,Lysyl oxidase homolog 2
LRFN1,0,Q9P244,0,0,0,0,0,0,0,0,0,LRFN1_7910_41,SeqId.7910-41,LRFN1,Leucine-rich repeat and fibronectin type III domain-containing protein 1,LRFN1,SomaScan v4,29290.0,LRFN1,leucine rich repeat and fibronectin type III domain containing 1,612807,ENSG00000128011,57622.0,29290.0,LRFN1,612807,ENSG00000128011,57622.0,Leucine-rich repeat and fibronectin type III domain-containing protein 1
LRFN2,0,Q9ULH4,0,0,0,0,0,0,0,0,0,LRFN2_7200_4,SeqId.7200-4,LRFN2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,LRFN2,SomaScan v4,21226.0,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,612808,ENSG00000156564,57497.0,21226.0,LRFN2,612808,ENSG00000156564,57497.0,Leucine-rich repeat and fibronectin type-III domain-containing protein 2
LRFN5,0,Q96NI6,0,0,0,0,0,0,0,0,0,LRFN5_6587_6,SeqId.6587-6,LRFN5,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,LRFN5,SomaScan v4,20360.0,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,612811,ENSG00000165379,145581.0,20360.0,LRFN5,612811,ENSG00000165379,145581.0,Leucine-rich repeat and fibronectin type-III domain-containing protein 5
LRIT2,0,A6NDA9,0,0,0,0,0,0,0,0,0,LRIT2_11716_28,SeqId.11716-28,LRIT2,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2",LRIT2,SomaScan v4,23443.0,LRIT2,"leucine rich repeat, Ig-like and transmembrane domains 2",0,ENSG00000204033,340745.0,23443.0,LRIT2,0,ENSG00000204033,340745.0,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2"
LRIT3,0,Q3SXY7,0,0,0,0,0,0,0,0,0,LRIT3_11534_6,SeqId.11534-6,LRIT3,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",LRIT3,SomaScan v4,24783.0,LRIT3,"leucine rich repeat, Ig-like and transmembrane domains 3",615004,ENSG00000183423,345193.0,24783.0,LRIT3,615004,ENSG00000183423,345193.0,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3"
LRP1B,0,Q9NZR2,0,0,0,0,0,0,0,0,0,LRP1B_11275_94,SeqId.11275-94,LRP1B,Low-density lipoprotein receptor-related protein 1B,LRP1B,SomaScan v4,6693.0,LRP1B,LDL receptor related protein 1B,608766,ENSG00000168702,53353.0,6693.0,LRP1B,608766,ENSG00000168702,53353.0,Low-density lipoprotein receptor-related protein 1B
LRP2,0,P98164,0,0,0,0,0,0,0,0,0,LRP2_10618_190,SeqId.10618-190,megalin,Low-density lipoprotein receptor-related protein 2,LRP2,SomaScan v4,6694.0,LRP2,LDL receptor related protein 2,600073,ENSG00000081479,4036.0,6694.0,LRP2,600073,ENSG00000081479,4036.0,Low-density lipoprotein receptor-related protein 2
LRRC24,0,Q50LG9,0,0,0,0,0,0,0,0,0,LRRC24_9989_12,SeqId.9989-12,LRC24,Leucine-rich repeat-containing protein 24,LRRC24,SomaScan v4,28947.0,LRRC24,leucine rich repeat containing 24,0,ENSG00000254402,441381.0,28947.0,LRRC24,0,ENSG00000254402,441381.0,Leucine-rich repeat-containing protein 24
LRRC3B,0,Q96PB8,0,0,0,0,0,0,0,0,0,LRRC3B_18947_3,SeqId.18947-3,LRC3B,Leucine-rich repeat-containing protein 3B,LRRC3B,SomaScan v4,28105.0,LRRC3B,leucine rich repeat containing 3B,618996,ENSG00000179796,116135.0,28105.0,LRRC3B,618996,ENSG00000179796,116135.0,Leucine-rich repeat-containing protein 3B
