Protein,uniprot,UKBB_PPP_exposure,DECODE_exposure,UKBB_PPP_platform,DCODE_platform,UKBB_PPP_panel,DCODE_seqid,UKBB_PPP_oid,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
JMJD6,Q6NYC1,0,JMJD6_18322_15,0,SomaScan v4,0,SeqId.18322-15,0,19355.0,JMJD6,604914,ENSG00000070495,23210.0,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
JPH1,Q9HDC5,0,JPH1_6940_18,0,SomaScan v4,0,SeqId.6940-18,0,14201.0,JPH1,605266,ENSG00000104369,56704.0,Junctophilin-1
JPH3,Q8WXH2,0,JPH3_9089_77,0,SomaScan v4,0,SeqId.9089-77,0,14203.0,JPH3,605268,ENSG00000154118,57338.0,Junctophilin-3
JTB,O76095,0,JTB_9038_12,0,SomaScan v4,0,SeqId.9038-12,0,6201.0,JTB,604671,ENSG00000143543,10899.0,Protein JTB
JUN,P05412,0,JUN_10356_21,0,SomaScan v4,0,SeqId.10356-21,0,6204.0,JUN,165160,ENSG00000177606,3725.0,Transcription factor AP-1
ADPGK,Q9BRR6,0,ADPGK_6221_1,0,SomaScan v4,0,SeqId.6221-1,0,25250.0,ADPGK,611861,ENSG00000159322,83440.0,ADP-dependent glucokinase
ADPRH,P54922,0,ADPRH_18395_5,0,SomaScan v4,0,SeqId.18395-5,0,269.0,ADPRH,603081,ENSG00000144843,141.0,[Protein ADP-ribosylarginine] hydrolase
ADRM1,Q16186,0,ADRM1_9057_19,0,SomaScan v4,0,SeqId.9057-19,0,15759.0,ADRM1,610650,ENSG00000130706,11047.0,Proteasomal ubiquitin receptor ADRM1
AGA,P20933,0,AGA_10435_2,0,SomaScan v4,0,SeqId.10435-2,0,318.0,AGA,613228,ENSG00000038002,175.0,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
AGAP2,Q99490,0,AGAP2_14291_53,0,SomaScan v4,0,SeqId.14291-53,0,16921.0,AGAP2,605476,ENSG00000135439,116986.0,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2"
AGAP3,Q96P47,0,AGAP3_13960_15,0,SomaScan v4,0,SeqId.13960-15,0,16923.0,AGAP3,616813,ENSG00000133612,116988.0,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3"
AGGF1,Q8N302,0,AGGF1_8051_10,0,SomaScan v4,0,SeqId.8051-10,0,24684.0,AGGF1,608464,ENSG00000164252,55109.0,Angiogenic factor with G patch and FHA domains 1
AGO1,Q9UL18,0,AGO1_15312_14,0,SomaScan v4,0,SeqId.15312-14,0,3262.0,AGO1,606228,ENSG00000092847,26523.0,Protein argonaute-1
AIDA,Q96BJ3,0,AIDA_17347_80,0,SomaScan v4,0,SeqId.17347-80,0,25761.0,AIDA,612375,ENSG00000186063,64853.0,"Axin interactor, dorsalization-associated protein"
AIMP1,Q12904,0,AIMP1_2714_78,0,SomaScan v4,0,SeqId.2714-78,0,10648.0,AIMP1,603605,ENSG00000164022,9255.0,Endothelial monocyte-activating polypeptide 2
AIP,O00170,0,AIP_3839_60,0,SomaScan v4,0,SeqId.3839-60,0,358.0,AIP,605555,ENSG00000110711,9049.0,AH receptor-interacting protein
AK4,P27144,0,AK4_17432_25,0,SomaScan v4,0,SeqId.17432-25,0,363.0,AK4,103030,ENSG00000162433,205.0,"Adenylate kinase 4, mitochondrial"
AK5,Q9Y6K8,0,AK5_13613_23,0,SomaScan v4,0,SeqId.13613-23,0,365.0,AK5,608009,ENSG00000154027,26289.0,Adenylate kinase isoenzyme 5
AKR1B10,O60218,0,AKR1B10_16081_38,0,SomaScan v4,0,SeqId.16081-38,0,382.0,AKR1B10,604707,ENSG00000198074,57016.0,Aldo-keto reductase family 1 member B10
AKR1C1,Q04828,0,AKR1C1_12618_50,0,SomaScan v4,0,SeqId.12618-50,0,384.0,AKR1C1,600449,ENSG00000187134,1645.0,Aldo-keto reductase family 1 member C1
AKT1,P31749,0,AKT1_15627_83,0,SomaScan v4,0,SeqId.15627-83,0,391.0,AKT1,164730,ENSG00000142208,207.0,RAC-alpha serine/threonine-protein kinase
ALB,P02768,0,ALB_18380_78,0,SomaScan v4,0,SeqId.18380-78,0,399.0,ALB,103600,ENSG00000163631,213.0,Serum albumin
ALDH1A3,P47895,0,ALDH1A3_9835_16,0,SomaScan v4,0,SeqId.9835-16,0,409.0,ALDH1A3,600463,ENSG00000184254,220.0,Aldehyde dehydrogenase family 1 member A3
ALDOA,P04075,0,ALDOA_5864_10,0,SomaScan v4,0,SeqId.5864-10,0,414.0,ALDOA,103850,ENSG00000149925,226.0,Fructose-bisphosphate aldolase A
ALDOB,P05062,0,ALDOB_18185_118,0,SomaScan v4,0,SeqId.18185-118,0,417.0,ALDOB,612724,ENSG00000136872,229.0,Fructose-bisphosphate aldolase B
ALK,Q9UM73,0,ALK_8249_124,0,SomaScan v4,0,SeqId.8249-124,0,427.0,ALK,105590,ENSG00000171094,238.0,ALK tyrosine kinase receptor
ALKBH2,Q6NS38,0,ALKBH2_18400_52,0,SomaScan v4,0,SeqId.18400-52,0,32487.0,ALKBH2,610602,ENSG00000189046,121642.0,DNA oxidative demethylase ALKBH2
ALPL,P05186,0,ALPL_16926_44,0,SomaScan v4,0,SeqId.16926-44,0,438.0,ALPL,171760,ENSG00000162551,249.0,"Alkaline phosphatase, tissue-nonspecific isozyme"
AMH,P03971,0,AMH_4923_79,0,SomaScan v4,0,SeqId.4923-79,0,464.0,AMH,600957,ENSG00000104899,268.0,Muellerian-inhibiting factor
AMMECR1L,Q6DCA0,0,AMMECR1L_18402_1,0,SomaScan v4,0,SeqId.18402-1,0,28658.0,AMMECR1L,0,ENSG00000144233,83607.0,AMMECR1-like protein
AMPD2,Q01433,0,AMPD2_18403_25,0,SomaScan v4,0,SeqId.18403-25,0,469.0,AMPD2,102771,ENSG00000116337,271.0,AMP deaminase 2
ANAPC7,Q9UJX3,0,ANAPC7_11690_47,0,SomaScan v4,0,SeqId.11690-47,0,17380.0,ANAPC7,606949,ENSG00000196510,51434.0,Anaphase-promoting complex subunit 7
ANGPT4,Q9Y264,0,ANGPT4_2500_2,0,SomaScan v4,0,SeqId.2500-2,0,487.0,ANGPT4,603705,ENSG00000101280,51378.0,Angiopoietin-4
ANKRD1,Q15327,0,ANKRD1_15361_37,0,SomaScan v4,0,SeqId.15361-37,0,15819.0,ANKRD1,609599,ENSG00000148677,27063.0,Ankyrin repeat domain-containing protein 1
ANKRD46,Q86W74,0,ANKRD46_7851_30,0,SomaScan v4,0,SeqId.7851-30,0,27229.0,ANKRD46,0,ENSG00000186106,157567.0,Ankyrin repeat domain-containing protein 46
ANP32A,P39687,0,ANP32A_13073_14,0,SomaScan v4,0,SeqId.13073-14,0,13233.0,ANP32A,600832,ENSG00000140350,8125.0,Acidic leucine-rich nuclear phosphoprotein 32 family member A
ANP32B,Q92688,0,ANP32B_4194_26,0,SomaScan v4,0,SeqId.4194-26,0,16677.0,ANP32B,619823,ENSG00000136938,10541.0,Acidic leucine-rich nuclear phosphoprotein 32 family member B
ANXA13,P27216,0,ANXA13_17835_28,0,SomaScan v4,0,SeqId.17835-28,0,536.0,ANXA13,602573,ENSG00000104537,312.0,Annexin A13
ANXA6,P08133,0,ANXA6_5335_73,0,SomaScan v4,0,SeqId.5335-73,0,544.0,ANXA6,114070,ENSG00000197043,309.0,Annexin A6
ANXA8,P13928,0,ANXA8_18290_6,0,SomaScan v4,0,SeqId.18290-6,0,546.0,ANXA8,602396,ENSG00000265190,653145.0,Annexin A8
ANXA9,O76027,0,ANXA9_13588_11,0,SomaScan v4,0,SeqId.13588-11,0,547.0,ANXA9,603319,ENSG00000143412,8416.0,Annexin A9
AP1S2,P56377,0,AP1S2_18405_117,0,SomaScan v4,0,SeqId.18405-117,0,560.0,AP1S2,300629,ENSG00000182287,8905.0,AP-1 complex subunit sigma-2
APBB1,O00213,0,APBB1_12822_34,0,SomaScan v4,0,SeqId.12822-34,0,581.0,APBB1,602709,ENSG00000166313,322.0,Amyloid beta A4 precursor protein-binding family B member 1
APBB1,O00213,0,APBB1_14206_28,0,SomaScan v4,0,SeqId.14206-28,0,581.0,APBB1,602709,ENSG00000166313,322.0,Amyloid beta A4 precursor protein-binding family B member 1
APBB2,Q92870,0,APBB2_12761_12,0,SomaScan v4,0,SeqId.12761-12,0,582.0,APBB2,602710,ENSG00000163697,323.0,Amyloid beta A4 precursor protein-binding family B member 2
APBB3,O95704,0,APBB3_12784_10,0,SomaScan v4,0,SeqId.12784-10,0,20708.0,APBB3,602711,ENSG00000113108,10307.0,Amyloid beta A4 precursor protein-binding family B member 3
APBB3,O95704,0,APBB3_13589_10,0,SomaScan v4,0,SeqId.13589-10,0,20708.0,APBB3,602711,ENSG00000113108,10307.0,Amyloid beta A4 precursor protein-binding family B member 3
APCDD1,Q8J025,0,APCDD1_6599_5,0,SomaScan v4,0,SeqId.6599-5,0,15718.0,APCDD1,607479,ENSG00000154856,147495.0,Protein APCDD1
APLN,Q9ULZ1,0,APLN_6622_90,0,SomaScan v4,0,SeqId.6622-90,0,16665.0,APLN,300297,ENSG00000171388,8862.0,Apelin
APOC2,P02655,0,APOC2_6350_43,0,SomaScan v4,0,SeqId.6350-43,0,609.0,APOC2,608083,ENSG00000234906,344.0,Apolipoprotein C-II
APPL1,Q9UKG1,0,APPL1_12825_18,0,SomaScan v4,0,SeqId.12825-18,0,24035.0,APPL1,604299,ENSG00000157500,26060.0,DCC-interacting protein 13-alpha
APTX,Q7Z2E3,0,APTX_17736_105,0,SomaScan v4,0,SeqId.17736-105,0,15984.0,APTX,606350,ENSG00000137074,54840.0,Aprataxin
AQP4,P55087,0,AQP4_11363_58,0,SomaScan v4,0,SeqId.11363-58,0,637.0,AQP4,600308,ENSG00000171885,361.0,Aquaporin-4
ARF1,P84077,0,ARF1_19239_5,0,SomaScan v4,0,SeqId.19239-5,0,652.0,ARF1,103180,ENSG00000143761,375.0,ADP-ribosylation factor 1
ARF3,P61204,0,ARF3_12578_13,0,SomaScan v4,0,SeqId.12578-13,0,654.0,ARF3,103190,ENSG00000134287,377.0,ADP-ribosylation factor 3
ARF5,P84085,0,ARF5_18409_61,0,SomaScan v4,0,SeqId.18409-61,0,658.0,ARF5,103188,ENSG00000004059,381.0,ADP-ribosylation factor 5
ARFGAP1,Q8N6T3,0,ARFGAP1_11556_19,0,SomaScan v4,0,SeqId.11556-19,0,15852.0,ARFGAP1,608377,ENSG00000101199,55738.0,ADP-ribosylation factor GTPase-activating protein 1
ARFGAP2,Q8N6H7,0,ARFGAP2_11664_32,0,SomaScan v4,0,SeqId.11664-32,0,13504.0,ARFGAP2,606908,ENSG00000149182,84364.0,ADP-ribosylation factor GTPase-activating protein 2
ARFIP2,P53365,0,ARFIP2_12630_8,0,SomaScan v4,0,SeqId.12630-8,0,17160.0,ARFIP2,601638,ENSG00000132254,23647.0,Arfaptin-2
ARHGAP36,Q6ZRI8,0,ARHGAP36_6289_78,0,SomaScan v4,0,SeqId.6289-78,0,26388.0,ARHGAP36,300937,ENSG00000147256,158763.0,Rho GTPase-activating protein 36
ARHGDIA,P52565,0,ARHGDIA_6454_38,0,SomaScan v4,0,SeqId.6454-38,0,678.0,ARHGDIA,601925,ENSG00000141522,396.0,Rho GDP-dissociation inhibitor 1
ARHGDIB,P52566,0,ARHGDIB_9846_32,0,SomaScan v4,0,SeqId.9846-32,0,679.0,ARHGDIB,602843,ENSG00000111348,397.0,Rho GDP-dissociation inhibitor 2
ARHGEF2,Q92974,0,ARHGEF2_12848_9,0,SomaScan v4,0,SeqId.12848-9,0,682.0,ARHGEF2,607560,ENSG00000116584,9181.0,Rho guanine nucleotide exchange factor 2
ARHGEF7,Q14155,0,ARHGEF7_13932_45,0,SomaScan v4,0,SeqId.13932-45,0,15607.0,ARHGEF7,605477,ENSG00000102606,8874.0,Rho guanine nucleotide exchange factor 7
ARID1A,O14497,0,ARID1A_9898_161,0,SomaScan v4,0,SeqId.9898-161,0,11110.0,ARID1A,603024,ENSG00000117713,8289.0,AT-rich interactive domain-containing protein 1A
ARL1,P40616,0,ARL1_12392_30,0,SomaScan v4,0,SeqId.12392-30,0,692.0,ARL1,603425,ENSG00000120805,400.0,ADP-ribosylation factor-like protein 1
ARL11,Q969Q4,0,ARL11_12433_8,0,SomaScan v4,0,SeqId.12433-8,0,24046.0,ARL11,609351,ENSG00000152213,115761.0,ADP-ribosylation factor-like protein 11
ARL14,Q8N4G2,0,ARL14_18410_26,0,SomaScan v4,0,SeqId.18410-26,0,22974.0,ARL14,614439,ENSG00000179674,80117.0,ADP-ribosylation factor-like protein 14
ARL15,Q9NXU5,0,ARL15_18411_83,0,SomaScan v4,0,SeqId.18411-83,0,25945.0,ARL15,0,ENSG00000185305,54622.0,ADP-ribosylation factor-like protein 15
TFR2,Q9UP52,0,TFR2_11537_12,0,SomaScan v4,0,SeqId.11537-12,0,11762.0,TFR2,604720,ENSG00000106327,7036.0,Transferrin receptor protein 2
TGFB3,P10600,0,TGFB3_3520_58,0,SomaScan v4,0,SeqId.3520-58,0,11769.0,TGFB3,190230,ENSG00000119699,7043.0,Transforming growth factor beta-3
TGIF2,Q9GZN2,0,TGIF2_9847_21,0,SomaScan v4,0,SeqId.9847-21,0,15764.0,TGIF2,607294,ENSG00000118707,60436.0,Homeobox protein TGIF2
TGM1,P22735,0,TGM1_11242_33,0,SomaScan v4,0,SeqId.11242-33,0,11777.0,TGM1,190195,ENSG00000092295,7051.0,Protein-glutamine gamma-glutamyltransferase K
THOC1,Q96FV9,0,THOC1_9875_107,0,SomaScan v4,0,SeqId.9875-107,0,19070.0,THOC1,606930,ENSG00000079134,9984.0,THO complex subunit 1
THRA,P10827,0,THRA_12527_50,0,SomaScan v4,0,SeqId.12527-50,0,11796.0,THRA,190120,ENSG00000126351,7067.0,Thyroid hormone receptor alpha
THSD7A,Q9UPZ6,0,THSD7A_11174_8,0,SomaScan v4,0,SeqId.11174-8,0,22207.0,THSD7A,612249,ENSG00000005108,221981.0,Thrombospondin type-1 domain-containing protein 7A
THSD7A,Q9UPZ6,0,THSD7A_9600_55,0,SomaScan v4,0,SeqId.9600-55,0,22207.0,THSD7A,612249,ENSG00000005108,221981.0,Thrombospondin type-1 domain-containing protein 7A
TIAL1,Q01085,0,TIAL1_19131_184,0,SomaScan v4,0,SeqId.19131-184,0,11804.0,TIAL1,603413,ENSG00000151923,7073.0,Nucleolysin TIAR
TIAM1,Q13009,0,TIAM1_14035_13,0,SomaScan v4,0,SeqId.14035-13,0,11805.0,TIAM1,600687,ENSG00000156299,7074.0,T-lymphoma invasion and metastasis-inducing protein 1
TICAM2,Q86XR7,0,TICAM2_17696_1,0,SomaScan v4,0,SeqId.17696-1,0,21354.0,TICAM2,608321,ENSG00000243414,353376.0,TIR domain-containing adapter molecule 2
TIMELESS,Q9UNS1,0,TIMELESS_17699_43,0,SomaScan v4,0,SeqId.17699-43,0,11813.0,TIMELESS,603887,ENSG00000111602,8914.0,Protein timeless homolog
TIMM21,Q9BVV7,0,TIMM21_9058_1,0,SomaScan v4,0,SeqId.9058-1,0,25010.0,TIMM21,615180,ENSG00000075336,29090.0,Mitochondrial import inner membrane translocase subunit Tim21
TIMM50,Q3ZCQ8,0,TIMM50_7743_5,0,SomaScan v4,0,SeqId.7743-5,0,23656.0,TIMM50,607381,ENSG00000105197,92609.0,Mitochondrial import inner membrane translocase subunit TIM50
TINF2,Q9BSI4,0,TINF2_10638_1,0,SomaScan v4,0,SeqId.10638-1,0,11824.0,TINF2,604319,ENSG00000092330,26277.0,TERF1-interacting nuclear factor 2
TJP1,Q07157,0,TJP1_12001_7,0,SomaScan v4,0,SeqId.12001-7,0,11827.0,TJP1,601009,ENSG00000104067,7082.0,Tight junction protein ZO-1
TK2,O00142,0,TK2_19114_8,0,SomaScan v4,0,SeqId.19114-8,0,11831.0,TK2,188250,ENSG00000166548,7084.0,"Thymidine kinase 2, mitochondrial"
TLN2,Q9Y4G6,0,TLN2_14082_56,0,SomaScan v4,0,SeqId.14082-56,0,15447.0,TLN2,607349,ENSG00000171914,83660.0,Talin-2
TLR2,O60603,0,TLR2_3835_11,0,SomaScan v4,0,SeqId.3835-11,0,11848.0,TLR2,603028,ENSG00000137462,7097.0,Toll-like receptor 2
TLR5,O60602,0,TLR5_18935_14,0,SomaScan v4,0,SeqId.18935-14,0,11851.0,TLR5,603031,ENSG00000187554,7100.0,Toll-like receptor 5
TMCC3,Q9ULS5,0,TMCC3_8922_4,0,SomaScan v4,0,SeqId.8922-4,0,29199.0,TMCC3,617459,ENSG00000057704,57458.0,Transmembrane and coiled-coil domains protein 3
TMED10,P49755,0,TMED10_6506_54,0,SomaScan v4,0,SeqId.6506-54,0,16998.0,TMED10,605406,ENSG00000170348,10972.0,Transmembrane emp24 domain-containing protein 10
TMED2,Q15363,0,TMED2_10761_5,0,SomaScan v4,0,SeqId.10761-5,0,16996.0,TMED2,619642,ENSG00000086598,10959.0,Transmembrane emp24 domain-containing protein 2
TMED4,Q7Z7H5,0,TMED4_9319_59,0,SomaScan v4,0,SeqId.9319-59,0,22301.0,TMED4,612038,ENSG00000158604,222068.0,Transmembrane emp24 domain-containing protein 4
TMEM119,Q4V9L6,0,TMEM119_11110_4,0,SomaScan v4,0,SeqId.11110-4,0,27884.0,TMEM119,618989,ENSG00000183160,338773.0,Transmembrane protein 119
TMEM154,Q6P9G4,0,TMEM154_11223_1,0,SomaScan v4,0,SeqId.11223-1,0,26489.0,TMEM154,0,ENSG00000170006,201799.0,Transmembrane protein 154
TMEM167A,Q8TBQ9,0,TMEM167A_11112_18,0,SomaScan v4,0,SeqId.11112-18,0,28330.0,TMEM167A,620000,ENSG00000174695,153339.0,Protein kish-A
TMEM167B,Q9NRX6,0,TMEM167B_13421_17,0,SomaScan v4,0,SeqId.13421-17,0,30187.0,TMEM167B,0,ENSG00000215717,56900.0,Protein kish-B
TMEM185A,Q8NFB2,0,TMEM185A_14633_26,0,SomaScan v4,0,SeqId.14633-26,0,17125.0,TMEM185A,300031,ENSG00000269556,84548.0,Transmembrane protein 185A
TMEM230,Q96A57,0,TMEM230_11542_11,0,SomaScan v4,0,SeqId.11542-11,0,15876.0,TMEM230,617019,ENSG00000089063,29058.0,Transmembrane protein 230
TMEM234,Q8WY98,0,TMEM234_8107_12,0,SomaScan v4,0,SeqId.8107-12,0,28837.0,TMEM234,620289,ENSG00000160055,56063.0,Transmembrane protein 234
TMEM237,Q96Q45,0,TMEM237_12856_14,0,SomaScan v4,0,SeqId.12856-14,0,14432.0,TMEM237,614423,ENSG00000155755,65062.0,Transmembrane protein 237
TMEM52,Q8NDY8,0,TMEM52_11186_12,0,SomaScan v4,0,SeqId.11186-12,0,27916.0,TMEM52,0,ENSG00000178821,339456.0,Transmembrane protein 52
TMEM52B,Q4KMG9,0,TMEM52B_9778_45,0,SomaScan v4,0,SeqId.9778-45,0,26438.0,TMEM52B,0,ENSG00000165685,120939.0,Transmembrane protein 52B
TMEM59L,Q9UK28,0,TMEM59L_9959_60,0,SomaScan v4,0,SeqId.9959-60,0,13237.0,TMEM59L,617096,ENSG00000105696,25789.0,Transmembrane protein 59-like
TMEM70,Q9BUB7,0,TMEM70_8074_32,0,SomaScan v4,0,SeqId.8074-32,0,26050.0,TMEM70,612418,ENSG00000175606,54968.0,"Transmembrane protein 70, mitochondrial"
TMEM87B,Q96K49,0,TMEM87B_13485_20,0,SomaScan v4,0,SeqId.13485-20,0,25913.0,TMEM87B,617203,ENSG00000153214,84910.0,Transmembrane protein 87B
TMEM8B,A6NDV4,0,TMEM8B_12742_160,0,SomaScan v4,0,SeqId.12742-160,0,21427.0,TMEM8B,616888,ENSG00000137103,51754.0,Transmembrane protein 8B
TMOD2,Q9NZR1,0,TMOD2_12853_112,0,SomaScan v4,0,SeqId.12853-112,0,11872.0,TMOD2,602928,ENSG00000128872,29767.0,Tropomodulin-2
CCT7,Q99832,0,CCT7_13673_21,0,SomaScan v4,0,SeqId.13673-21,0,1622.0,CCT7,605140,ENSG00000135624,10574.0,T-complex protein 1 subunit eta
CCT8,P50990,0,CCT8_12699_28,0,SomaScan v4,0,SeqId.12699-28,0,1623.0,CCT8,617786,ENSG00000156261,10694.0,T-complex protein 1 subunit theta
CD1A,P06126,0,CD1A_10814_7,0,SomaScan v4,0,SeqId.10814-7,0,1634.0,CD1A,188370,ENSG00000158477,909.0,T-cell surface glycoprotein CD1a
CD1D,P15813,0,CD1D_8749_194,0,SomaScan v4,0,SeqId.8749-194,0,1637.0,CD1D,188410,ENSG00000158473,912.0,Antigen-presenting glycoprotein CD1d
CD200R1L,Q6Q8B3,0,CD200R1L_8980_19,0,SomaScan v4,0,SeqId.8980-19,0,24665.0,CD200R1L,0,ENSG00000206531,344807.0,Cell surface glycoprotein CD200 receptor 2
CD247,P20963,0,CD247_15567_2,0,SomaScan v4,0,SeqId.15567-2,0,1677.0,CD247,186780,ENSG00000198821,919.0,T-cell surface glycoprotein CD3 zeta chain
CD300LB,A8K4G0,0,CD300LB_10713_151,0,SomaScan v4,0,SeqId.10713-151,0,30811.0,CD300LB,610705,ENSG00000178789,124599.0,CMRF35-like molecule 7
CD320,Q9NPF0,0,CD320_16320_139,0,SomaScan v4,0,SeqId.16320-139,0,16692.0,CD320,606475,ENSG00000167775,51293.0,CD320 antigen
CD37,P11049,0,CD37_18202_22,0,SomaScan v4,0,SeqId.18202-22,0,1666.0,CD37,151523,ENSG00000104894,951.0,Leukocyte antigen CD37
CD3E,P07766,0,CD3E_18870_1,0,SomaScan v4,0,SeqId.18870-1,0,1674.0,CD3E,186830,ENSG00000198851,916.0,T-cell surface glycoprotein CD3 epsilon chain
CD3E,P07766,0,CD3E_8069_85,0,SomaScan v4,0,SeqId.8069-85,0,1674.0,CD3E,186830,ENSG00000198851,916.0,T-cell surface glycoprotein CD3 epsilon chain
CD44,P16070,0,CD44_9283_8,0,SomaScan v4,0,SeqId.9283-8,0,1681.0,CD44,107269,ENSG00000026508,960.0,CD44 antigen
CD47,Q08722,0,CD47_6653_58,0,SomaScan v4,0,SeqId.6653-58,0,1682.0,CD47,601028,ENSG00000196776,961.0,Leukocyte surface antigen CD47
CD79A,P11912,0,CD79A_15674_3,0,SomaScan v4,0,SeqId.15674-3,0,1698.0,CD79A,112205,ENSG00000105369,973.0,B-cell antigen receptor complex-associated protein alpha chain
CD79A,P11912,0,CD79A_7796_10,0,SomaScan v4,0,SeqId.7796-10,0,1698.0,CD79A,112205,ENSG00000105369,973.0,B-cell antigen receptor complex-associated protein alpha chain
CD81,P60033,0,CD81_19612_3,0,SomaScan v4,0,SeqId.19612-3,0,1701.0,CD81,186845,ENSG00000110651,975.0,CD81 antigen
CD8B,P10966,0,CD8B_9310_2,0,SomaScan v4,0,SeqId.9310-2,0,1707.0,CD8B,186730,ENSG00000172116,926.0,T-cell surface glycoprotein CD8 beta chain
CD9,P21926,0,CD9_17449_23,0,SomaScan v4,0,SeqId.17449-23,0,1709.0,CD9,143030,ENSG00000010278,928.0,CD9 antigen
CD96,P40200,0,CD96_9735_44,0,SomaScan v4,0,SeqId.9735-44,0,16892.0,CD96,606037,ENSG00000153283,10225.0,T-cell surface protein tactile
CDC25B,P30305,0,CDC25B_12427_8,0,SomaScan v4,0,SeqId.12427-8,0,1726.0,CDC25B,116949,ENSG00000101224,994.0,M-phase inducer phosphatase 2
CDC34,P49427,0,CDC34_12532_28,0,SomaScan v4,0,SeqId.12532-28,0,1734.0,CDC34,116948,ENSG00000099804,997.0,Ubiquitin-conjugating enzyme E2 R1
CDC42,P60953,0,CDC42_9840_2,0,SomaScan v4,0,SeqId.9840-2,0,1736.0,CDC42,116952,ENSG00000070831,998.0,Cell division control protein 42 homolog
CDC42BPA,Q5VT25,0,CDC42BPA_12706_2,0,SomaScan v4,0,SeqId.12706-2,0,1737.0,CDC42BPA,603412,ENSG00000143776,8476.0,Serine/threonine-protein kinase MRCK alpha
CDH11,P55287,0,CDH11_16305_10,0,SomaScan v4,0,SeqId.16305-10,0,1750.0,CDH11,600023,ENSG00000140937,1009.0,Cadherin-11
CDH11,P55287,0,CDH11_7763_25,0,SomaScan v4,0,SeqId.7763-25,0,1750.0,CDH11,600023,ENSG00000140937,1009.0,Cadherin-11
CDH12,P55289,0,CDH12_19388_2,0,SomaScan v4,0,SeqId.19388-2,0,1751.0,CDH12,600562,ENSG00000154162,1010.0,Cadherin-12
CDH7,Q9ULB5,0,CDH7_7959_34,0,SomaScan v4,0,SeqId.7959-34,0,1766.0,CDH7,605806,ENSG00000081138,1005.0,Cadherin-7
CDH8,P55286,0,CDH8_16021_30,0,SomaScan v4,0,SeqId.16021-30,0,1767.0,CDH8,603008,ENSG00000150394,1006.0,Cadherin-8
CDHR3,Q6ZTQ4,0,CDHR3_8222_49,0,SomaScan v4,0,SeqId.8222-49,0,26308.0,CDHR3,615610,ENSG00000128536,222256.0,Cadherin-related family member 3
CDK2AP1,O14519,0,CDK2AP1_9450_18,0,SomaScan v4,0,SeqId.9450-18,0,14002.0,CDK2AP1,602198,ENSG00000111328,8099.0,Cyclin-dependent kinase 2-associated protein 1
TMOD3,Q9NYL9,0,TMOD3_12861_13,0,SomaScan v4,0,SeqId.12861-13,0,11873.0,TMOD3,605112,ENSG00000138594,29766.0,Tropomodulin-3
TMPRSS11A,Q6ZMR5,0,TMPRSS11A_7231_37,0,SomaScan v4,0,SeqId.7231-37,0,27954.0,TMPRSS11A,611704,ENSG00000187054,339967.0,Transmembrane protease serine 11A
TMPRSS11B,Q86T26,0,TMPRSS11B_10895_28,0,SomaScan v4,0,SeqId.10895-28,0,25398.0,TMPRSS11B,0,ENSG00000185873,132724.0,Transmembrane protease serine 11B
TMPRSS6,Q8IU80,0,TMPRSS6_11239_49,0,SomaScan v4,0,SeqId.11239-49,0,16517.0,TMPRSS6,609862,ENSG00000187045,164656.0,Transmembrane protease serine 6
TMUB2,Q71RG4,0,TMUB2_9226_6,0,SomaScan v4,0,SeqId.9226-6,0,28459.0,TMUB2,0,ENSG00000168591,79089.0,Transmembrane and ubiquitin-like domain-containing protein 2
TMX2,Q9Y320,0,TMX2_10675_223,0,SomaScan v4,0,SeqId.10675-223,0,30739.0,TMX2,616715,ENSG00000213593,51075.0,Thioredoxin-related transmembrane protein 2
TMX3,Q96JJ7,0,TMX3_5654_70,0,SomaScan v4,0,SeqId.5654-70,0,24718.0,TMX3,616102,ENSG00000166479,54495.0,Protein disulfide-isomerase TMX3
TNFRSF10D,Q9UBN6,0,TNFRSF10D_14121_24,0,SomaScan v4,0,SeqId.14121-24,0,11907.0,TNFRSF10D,603614,ENSG00000173530,8793.0,Tumor necrosis factor receptor superfamily member 10D
TNFRSF18,Q9Y5U5,0,TNFRSF18_11837_7,0,SomaScan v4,0,SeqId.11837-7,0,11914.0,TNFRSF18,603905,ENSG00000186891,8784.0,Tumor necrosis factor receptor superfamily member 18
TNFRSF18,Q9Y5U5,0,TNFRSF18_5526_53,0,SomaScan v4,0,SeqId.5526-53,0,11914.0,TNFRSF18,603905,ENSG00000186891,8784.0,Tumor necrosis factor receptor superfamily member 18
TNFSF18,Q9UNG2,0,TNFSF18_2708_54,0,SomaScan v4,0,SeqId.2708-54,0,11932.0,TNFSF18,603898,ENSG00000120337,8995.0,Tumor necrosis factor ligand superfamily member 18
TNFSF4,P23510,0,TNFSF4_2839_2,0,SomaScan v4,0,SeqId.2839-2,0,11934.0,TNFSF4,603594,ENSG00000117586,7292.0,Tumor necrosis factor ligand superfamily member 4
TNFSF9,P41273,0,TNFSF9_2599_51,0,SomaScan v4,0,SeqId.2599-51,0,11939.0,TNFSF9,606182,ENSG00000125657,8744.0,Tumor necrosis factor ligand superfamily member 9
